Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45),N2X(46),O2X2(70)
1.4015150441963065e-10,0.10924808674370724,5.9131667940069385e-08,0.938,0.0,0.0,0.06998674259587166,0.009999944971816983,0.04999947553244563,1.0613138959976136e-24,4.248601367554351e-24,0.0019999322572057175,1.2463302215749912e-36,1.2331054847785832e-30,5.168146607516532e-07,2.213669990727514e-19,1.1012590175056969e-07,2.232643892663764e-13,7.583357936778762e-09,1.6361743091638286e-08,5.135308710976457e-08,2.7740816198350927e-11,1.2409245119959625e-37,8.497720611504224e-27,1.6577074059057475e-18,9.397154209844198e-26,1.0411730013222282e-23,2.206574172796211e-20
1.4078297814416435e-10,0.10924808674370724,5.939779814213409e-08,0.938,0.0,0.0,0.06998674156776243,0.00999994472388108,0.049999475497007194,1.0981620441528175e-24,4.3463650350787705e-24,0.0019999320265369457,1.2932623210154255e-36,1.2720617103266198e-30,5.168156509175841e-07,2.254424057876439e-19,1.1062262236751598e-07,2.2632640075443857e-13,7.61695738577699e-09,1.636183909362251e-08,5.1583402589255194e-08,2.7995044416923604e-11,1.2818867166594081e-37,8.725996601665843e-27,1.6881526249055536e-18,9.676957548759555e-26,1.0744740955654996e-23,2.2266012387465915e-20
1.4141445186869805e-10,0.10924808674370724,5.966392206578159e-08,0.938,0.0,0.0,0.06998674053971762,0.009999944475945193,0.049999475461613346,1.136121310521239e-24,4.4459248549140166e-24,0.0019999317958816682,1.3417400973265186e-36,1.3120619562399966e-30,5.168165969432343e-07,2.2957410107884377e-19,1.1111934971022961e-07,2.2941654040187623e-13,7.650549637313299e-09,1.6361935433563886e-08,5.1813703018220444e-08,2.8250462596984828e-11,1.3240098568867114e-37,8.959312364914114e-27,1.719017353070899e-18,9.963831813430213e-26,1.108683867660377e-23,2.246719051788749e-20
1.4204592559323174e-10,0.10924808674370724,5.993003967477387e-08,0.938,0.0,0.0,0.06998673951173533,0.00999994422800932,0.04999947542626214,1.1752201896746027e-24,4.5473055895199456e-24,0.0019999315652399394,1.3918072590973862e-36,1.3531292172069234e-30,5.168175007806739e-07,2.3376260695677457e-19,1.1161608380411141e-07,2.325349413241013e-13,7.684134664064933e-09,1.6362032117760296e-08,5.2043988335781644e-08,2.8507071120547444e-11,1.367321505260104e-37,9.197755054313471e-27,1.7503054721204976e-18,1.0257924309733076e-25,1.1438228813399649e-23,2.2669276166223283e-20
1.4267739931776544e-10,0.10924808674370724,6.019615093287954e-08,0.938,0.0,0.0,0.06998673848381379,0.00999994398007346,0.0499994753909517,1.2154877800947856e-24,4.650532230707968e-24,0.001999931334611814,1.4435085507175543e-36,1.3952868846051744e-30,5.168183642956452e-07,2.380084479485248e-19,1.121128246745473e-07,2.3568173669472675e-13,7.717712438725072e-09,1.636212915213583e-08,5.2274258481081764e-08,2.8764870369126534e-11,1.4118497652515936e-37,9.441412910204932e-27,1.7820208824542404e-18,1.0559384768903406e-25,1.179912070767218e-23,2.2872269379649267e-20
1.4330887304229913e-10,0.10924808674370724,6.046225580387397e-08,0.938,0.0,0.0,0.06998673745595131,0.009999943732137612,0.049999475355680244,1.2569537943210187e-24,4.7556300007479984e-24,0.001999931103997345,1.4968897722776063e-36,1.4385587514385818e-30,5.168191892713794e-07,2.423121510992604e-19,1.12609572346908e-07,2.3885705974551726e-13,7.751282934002886e-09,1.6362226542262053e-08,5.250451339328536e-08,2.9023860723739036e-11,1.457623279126908e-37,9.690375268400749e-27,1.8141675031638114e-18,1.086836537705953e-25,1.2169727455113937e-23,2.3076170205520768e-20
1.4394034676683283e-10,0.10924808674370724,6.072835425153918e-08,0.938,0.0,0.0,0.06998673642814629,0.009999943484201778,0.04999947532044608,1.2996485692236445e-24,4.86262435347607e-24,0.0019999308733965903,1.5519977997655052e-36,1.482969017310622e-30,5.168199774122464e-07,2.46674245973637e-19,1.1310632684654918e-07,2.4206104376634043e-13,7.784846122623587e-09,1.636232429337808e-08,5.273475301157868e-08,2.9284042564903213e-11,1.5046712359341635e-37,9.944732568396556e-27,1.846749272043287e-18,1.1185020804962619e-25,1.2550265955687229e-23,2.3280978691372342e-20
1.4457182049136652e-10,0.10924808674370724,6.099444623966396e-08,0.938,0.0,0.0,0.06998673540039717,0.009999943236265959,0.049999475285247584,1.343603076405473e-24,4.971540975402602e-24,0.0019999306428096037,1.6088806055617496e-36,1.5285422934351897e-30,5.16820730347242e-07,2.5109526465721075e-19,1.1360308819881128e-07,2.452938221051179e-13,7.818401977328505e-09,1.6362422410409545e-08,5.2964977275169804e-08,2.954541627263823e-11,1.5530233795778486e-37,1.0204576361601002e-26,1.879770145599738e-18,1.150950823801277e-25,1.2940956964274931e-23,2.3486694884917614e-20
1.4520329421590022e-10,0.10924808674370724,6.126053173204375e-08,0.938,0.0,0.0,0.06998673437270247,0.009999942988330153,0.049999475250083185,1.3888489327317746e-24,5.082405786821341e-24,0.0019999304122364403,1.6675872792365493e-36,1.5753036076846238e-30,5.168214496333211e-07,2.5557574175784833e-19,1.1409985642901948e-07,2.4855552816777524e-13,7.85195047087512e-09,1.6362520897986434e-08,5.3195186123288545e-08,2.980798222646372e-11,1.6027100169786993e-37,1.0469999319582628e-26,1.9132340990638224e-18,1.184198740648193e-25,1.334202514177742e-23,2.369331883404912e-20
1.458347679404339e-10,0.10924808674370724,6.15266106924807e-08,0.938,0.0,0.0,0.06998673334506089,0.009999942740394358,0.049999475214951405,1.4354184109899634e-24,5.195244942918949e-24,0.001999930181677156,1.7281680486522346e-36,1.6232784096750717e-30,5.168221367585841e-07,2.6011621440713664e-19,1.1459663156248373e-07,2.518462954181938e-13,7.885491576037132e-09,1.6362619760459907e-08,5.3425379495186646e-08,3.007174080539926e-11,1.653762026320062e-37,1.0741095242333937e-26,1.947145126400368e-18,1.218262061598445e-25,1.375369910665743e-23,2.3900850586838153e-20
1.464662416649676e-10,0.10924808674370724,6.179268308478374e-08,0.938,0.0,0.0,0.069986732317471,0.009999942492458579,0.04999947517985083,1.4833444506800109e-24,5.310084834885259e-24,0.001999929951131808,1.7906743013741126e-36,1.6724925758892657e-30,5.168227931453211e-07,2.647172222617908e-19,1.150934136244986e-07,2.551662573781609e-13,7.919025265604526e-09,1.6362719001918217e-08,5.365555733013775e-08,3.0336692387964e-11,1.7062108653813298e-37,1.1017959066552479e-26,1.9815072403189554e-18,1.2531572778186572e-25,1.4176211486934837e-23,2.4109290191534625e-20
1.470977153895013e-10,0.10924808674370724,6.205874887276847e-08,0.938,0.0,0.0,0.0699867312899316,0.009999942244522813,0.04999947514478009,1.5326606689366527e-24,5.4269520910242e-24,0.0019999297206004523,1.855158606393036e-36,1.7229724148367914e-30,5.168234201529239e-07,2.693793075050619e-19,1.155902026403432e-07,2.5851554762731996e-13,7.95255151238361e-09,1.6362818626201615e-08,5.388571956743752e-08,3.060283735217614e-11,1.7600885799590493e-37,1.1300686873938784e-26,2.0163244722844916e-18,1.2889011441755577e-25,1.460979897263326e-23,2.431863769656688e-20
1.47729189114035e-10,0.10924808674370724,6.232480802025731e-08,0.938,0.0,0.0,0.06998673026244144,0.009999941996587061,0.0499994751097379,1.5834013715844458e-24,5.545873577865354e-24,0.0019999294900831456,1.921674736162958e-36,1.7747446722519163e-30,5.168240190806651e-07,2.741030148481431e-19,1.1608699863528129e-07,2.6189429980312204e-13,7.986070289197071e-09,1.6362918636916518e-08,5.4115866146403646e-08,3.087017607555252e-11,1.815427812376282e-37,1.1589375899511097e-26,2.051600872527778e-18,1.3255106823549315e-25,1.5054702368680393e-23,2.452889315054157e-20
1.483606628385687e-10,0.10924808674370724,6.259086049107941e-08,0.938,0.0,0.0,0.0699867292349994,0.00999994174865132,0.04999947507472302,1.6356015643267358e-24,5.6668764012762075e-24,0.001999929259579943,1.9902776889567503e-36,1.8278365363290657e-30,5.168245911703595e-07,2.7888889153157545e-19,1.1658380163456107e-07,2.653026476007758e-13,8.019581568884063e-09,1.6363019037448764e-08,5.4345997006376006e-08,3.1138708935108146e-11,1.8722618100808298e-37,1.188412453993668e-26,2.0873405100560694e-18,1.3630031840047173e-25,1.5511166648264004e-23,2.474005660224346e-20
1.489921365631024e-10,0.10924808674370724,6.28569062490707e-08,0.938,0.0,0.0,0.06998672820760436,0.009999941500715594,0.049999475039734245,1.6892969640696025e-24,5.789987907575035e-24,0.0019999290290909043,2.0610237115436262e-36,1.8822756429960108e-30,5.168251376089033e-07,2.8373748732665303e-19,1.1708061166341516e-07,2.6874072477319786e-13,8.05308532430022e-09,1.6363119830976217e-08,5.45761120867166e-08,3.140843630735576e-11,1.9306244343329133e-37,1.2185032361879622e-26,2.123547472663634e-18,1.4013962139023546e-25,1.5979441006645514e-23,2.495212810063532e-20
1.5025508401216975e-10,0.10924808674370724,6.338897748193853e-08,0.938,0.0,0.0,0.06998672615295129,0.009999941004844182,0.049999474969830586,1.801319877438131e-24,6.0426475630472935e-24,0.0019999285681555415,2.2091763348250577e-36,1.9953083984763055e-30,5.168261580197306e-07,2.9362504799910223e-19,1.1807425291069888e-07,2.7570660254225656e-13,8.12007015382546e-09,1.636332260875666e-08,5.503629466606199e-08,3.195147609346381e-11,2.0520741295125944e-37,1.2805729717199992e-26,2.1973798182919834e-18,1.480955502425705e-25,1.6952438178474607e-23,2.5378995434228997e-20
1.5139173671633037e-10,0.10924808674370724,6.386781827097957e-08,0.938,0.0,0.0,0.06998672430391441,0.009999940558559956,0.04999947490699576,1.907627389201384e-24,6.277532249189954e-24,0.0019999281533627246,2.3504336450937652e-36,2.1019320474177644e-30,5.16826999528586e-07,3.0274391913701363e-19,1.1896855432721208e-07,2.8207890998516083e-13,8.180330495419572e-09,1.6363506480827452e-08,5.545040441326874e-08,3.2444300901243645e-11,2.1669593338658342e-37,1.338644484165611e-26,2.265468574906364e-18,1.5558205841118585e-25,1.787111440343102e-23,2.5766282048975973e-20
1.52528389420491e-10,0.10924808674370724,6.434663674833659e-08,0.938,0.0,0.0,0.06998672245501518,0.009999940112275776,0.04999947484422942,2.0193685735733763e-24,6.5196854655932116e-24,0.001999927738616688,2.4995687824740146e-36,2.2133715858834007e-30,5.16827774121854e-07,3.120746660577203e-19,1.1986287891124773e-07,2.885496233600068e-13,8.240566036987287e-09,1.636369166729833e-08,5.586446209244808e-08,3.294100176266709e-11,2.2873528909454523e-37,1.3988718536530246e-26,2.3351358979404052e-18,1.6338893683920887e-25,1.883212952945987e-23,2.6156511504585426e-20
1.536650421246516e-10,0.10924808674370724,6.482543270334801e-08,0.938,0.0,0.0,0.06998672060624893,0.009999939665991638,0.0499994747815263,2.1367789903554873e-24,6.769275537224908e-24,0.001999927323917767,2.6569580312861337e-36,2.3298050848107366e-30,5.168284870319818e-07,3.2162058672018237e-19,1.2075722680939332e-07,2.951195247938841e-13,8.300776620826774e-09,1.636387818059221e-08,5.627846735077052e-08,3.344158085533568e-11,2.413475652466793e-37,1.4613174885998462e-26,2.4064063081074617e-18,1.7152745953959148e-25,1.9837096788623218e-23,2.654968409302282e-20
1.5480169482881223e-10,0.10924808674370724,6.530420592542472e-08,0.938,0.0,0.0,0.06998671875761135,0.009999939219707543,0.04999947471888161,2.260102616913928e-24,7.026473402226773e-24,0.001999926909266302,2.8229927070600964e-36,2.451415749177306e-30,5.168291430821567e-07,3.3138500576193907e-19,1.2165159816806887e-07,3.01789397015705e-13,8.360962089413912e-09,1.636406603172928e-08,5.669241983564494e-08,3.3946040351542485e-11,2.545555638666788e-37,1.5260450927981722e-26,2.4793045241793645e-18,1.800092133677903e-25,2.088767818940258e-23,2.6945800108109383e-20
1.5593834753297285e-10,0.10924808674370724,6.578295620405061e-08,0.938,0.0,0.0,0.06998671690909863,0.009999938773423492,0.04999947465629091,2.389592085948108e-24,7.291452633054683e-24,0.001999926494662631,2.9980796424446565e-36,2.5783920240925005e-30,5.168297467183719e-07,3.4137127452549545e-19,1.2254599313352582e-07,3.0856002335525683e-13,8.421122285403345e-09,1.636425523046733e-08,5.710631919471996e-08,3.4454382418263726e-11,2.683828218104875e-37,1.593119681455978e-26,2.5538554631848104e-18,1.8884610442509432e-25,2.198558561270511e-23,2.734485984551891e-20
1.5707500023713347e-10,0.10924808674370724,6.626168332878292e-08,0.938,0.0,0.0,0.06998671506070715,0.009999938327139484,0.049999474593750114,2.5255089283097216e-24,7.564389457641591e-24,0.001999926080107096,3.18264168544536e-36,2.7109277022170012e-30,5.168303020389569e-07,3.515827710846777e-19,1.2344041185184622e-07,3.1543218774225446e-13,8.481257051629521e-09,1.6364445785427963e-08,5.752016507588527e-08,3.496660921715049e-11,2.8285362907466437e-37,1.6626075972906317e-26,2.6300842406075177e-18,1.980503645503895e-25,2.313258192434153e-23,2.774686360277473e-20
1.582116529412941e-10,0.10924808674370724,6.674038708925264e-08,0.938,0.0,0.0,0.06998671321243374,0.00999993788085552,0.049999474531255465,2.668123820828087e-24,7.845462780582516e-24,0.0019999256656000374,3.377118209944609e-36,2.849222032484168e-30,5.16830812821811e-07,3.620229002709532e-19,1.2433485446894183e-07,3.2240667470538863e-13,8.54136623110777e-09,1.6364637704209995e-08,5.793395712727298e-08,3.5482722904520285e-11,2.9799304744225813e-37,1.7345765266725336e-26,2.7080161705841743e-18,2.076345578945315e-25,2.4330482103747228e-23,2.815181167924668e-20
1.5934830564545471e-10,0.10924808674370724,6.7219067275165e-08,0.938,0.0,0.0,0.0699867113642755,0.009999937434571598,0.049999474468803484,2.8177168393138213e-24,8.134854204342183e-24,0.001999925251141798,3.581965638974432e-36,2.9934798301559894e-30,5.168312825494496e-07,3.7269509369971993e-19,1.252293211305528e-07,3.294842693713739e-13,8.601449667035332e-09,1.6364830993491273e-08,5.834769499725904e-08,3.6002725631348874e-11,3.138269294652578e-37,1.8090955158193154e-26,2.7876767661021606e-18,2.176115875828051e-25,2.5581154389398774e-23,2.855970437614792e-20
1.6048495834961533e-10,0.10924808674370724,6.769772367629993e-08,0.938,0.0,0.0,0.06998670951622975,0.00999993698828772,0.04999947440639098,2.9745777167438823e-24,8.432748050484829e-24,0.0019999248367327193,3.797657980813146e-36,3.1439115881991288e-30,5.168317144320831e-07,3.836028097965656e-19,1.2612381198224712e-07,3.3666575746399366e-13,8.661507202792423e-09,1.6365025659120097e-08,5.8761378334464665e-08,3.652661954326183e-11,3.3038193778160996e-37,1.8862349870389876e-26,2.869091739197054e-18,2.2799470246733374e-25,2.6886521440818224e-23,2.897054199653188e-20
1.6162161105377595e-10,0.10924808674370724,6.81763560825125e-08,0.938,0.0,0.0,0.06998670766829412,0.009999936542003889,0.04999947434401497,3.1390061066985055e-24,8.739331380926306e-24,0.0019999244223731453,4.024687378131986e-36,3.3007335899847134e-30,5.168321114289017e-07,3.9474953382349264e-19,1.2701832716941927e-07,3.439519253031431e-13,8.721538681943271e-09,1.63652217061975e-08,5.917500678775762e-08,3.7054406780526464e-11,3.476855647707063e-37,1.966066755021192e-26,2.9522870011499133e-18,2.387975039647548e-25,2.824856151728138e-23,2.938432484528906e-20
1.6275826375793657e-10,0.10924808674370724,6.865496428373338e-08,0.938,0.0,0.0,0.06998670582046641,0.0099999360957201,0.049999474281672784,3.311311852107244e-24,9.05479401920826e-24,0.0019999240080634194,4.2635646703892986e-36,3.46416802331224e-30,5.168324762677092e-07,4.0613877790510914e-19,1.2791286683728945e-07,3.5134355980387137e-13,8.781543948237169e-09,1.6365419139151505e-08,5.9588580006253793e-08,3.75860894780435e-11,3.657661525544369e-37,2.048664043175627e-26,3.0372886626843376e-18,2.5003395298104994e-25,2.9669309673304915e-23,2.980105322914385e-20
1.638949164620972e-10,0.10924808674370724,6.91335480699694e-08,0.938,0.0,0.0,0.06998670397274473,0.009999935649436353,0.049999474219361885,3.491815259388303e-24,9.37932857179451e-24,0.0019999235938038856,4.514819969737322e-36,3.634443095765382e-30,5.168328114630237e-07,4.1777408105479e-19,1.2880743113090267e-07,3.588414484754198e-13,8.841522845609506e-09,1.6365617961803774e-08,6.000209763931852e-08,3.812166976533894e-11,3.846529133492132e-37,2.1341015000170382e-26,3.124123034163304e-18,2.6171837692851276e-25,3.1150858971072823e-23,3.022072745665143e-20
1.6503156916625782e-10,0.10924808674370724,6.961210723130393e-08,0.938,0.0,0.0,0.06998670212512725,0.00999993520315265,0.04999947415707999,3.680847378055816e-24,9.713130449389598e-24,0.0019999231795948882,4.779003250686732e-36,3.811793151404552e-30,5.168331193327552e-07,4.296590092008035e-19,1.2970202019512746e-07,3.6644637942026e-13,8.901475218182824e-09,1.6365818177429627e-08,6.04155593365679e-08,3.8661149766555896e-11,4.0437595017177495e-37,2.2224552155960408e-26,3.2128166257857745e-18,2.738654768307718e-25,3.269536170993719e-23,3.0643347838194484e-20
1.6616822187041844e-10,0.10924808674370724,7.009064155789748e-08,0.938,0.0,0.0,0.06998670027761246,0.009999934756868991,0.049999474094824956,3.878750285866957e-24,1.0056397888279519e-23,0.0019999227654367707,5.0566849537685536e-36,3.996458788799988e-30,5.168334020135766e-07,4.417971552124053e-19,1.3059663417465535e-07,3.741591413331285e-13,8.961400910267833e-09,1.636601978881192e-08,6.082896474787062e-08,3.920453160044647e-11,4.2496627790137624e-37,2.313802737975004e-26,3.3033961477830836e-18,2.8649033451555545e-25,3.4305030673110636e-23,3.10689146859801e-20
1.6730487457457906e-10,0.10924808674370724,7.056915083998823e-08,0.938,0.0,0.0,0.06998669843019893,0.009999934310585375,0.04999947403259483,4.085877379576315e-24,1.0409331971694551e-23,0.0019999223513298783,5.348456603423277e-36,4.1886869804077336e-30,5.168336614750908e-07,4.541921389258987e-19,1.3149127321399944e-07,3.8198052350006054e-13,9.021299766364472e-09,1.636622279828961e-08,6.124231352334885e-08,3.975181738036366e-11,4.4645584470237e-37,2.408223089748158e-26,3.3958885106150945e-18,2.9960841990110516e-25,3.5982140391646686e-23,3.1497428314036345e-20
1.6844152727873968e-10,0.10924808674370724,7.104763486789244e-08,0.938,0.0,0.0,0.06998669658288542,0.009999933864301803,0.049999473970387814,4.302593671368426e-24,1.0772136651194159e-23,0.001999921937274556,5.654931440355802e-36,4.388731193291616e-30,5.168338995328949e-07,4.6684760717066295e-19,1.323859374574938e-07,3.899113157974207e-13,9.081171631162928e-09,1.6366427207801355e-08,6.165560531338009e-08,4.030300921425328e-11,4.688775538120235e-37,2.5057967846051202e-26,3.490320825166129e-18,3.1323559837362473e-25,3.772902842582155e-23,3.192888903820921e-20
