Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45),N2X(46),O2X2(70)
9.193299755993169e-07,0.10924808674370724,6.008910057118305e-06,0.938,0.0,0.0,0.06927818374856491,0.009649087030664298,0.049998980117245094,6.596303288132667e-07,5.477519651331158e-10,0.0019982115083857174,7.323298767986413e-16,4.98857345725311e-15,5.11599614936836e-07,1.954814589105406e-09,0.0007022607060294134,3.005456094828604e-07,5.655321904464787e-08,1.617381578206509e-08,1.3384458991846489e-07,3.6721971638267693e-10,4.3000187863115304e-21,5.055402671251904e-15,1.4458167149958117e-08,3.083780439571238e-12,6.664044941491897e-10,9.042327741463433e-13
9.199919967813931e-07,0.10924808674370724,6.005982128112959e-06,0.938,0.0,0.0,0.06927769884552284,0.009648841278934013,0.04999898399112074,6.603541931942193e-07,5.486596744646112e-10,0.001998209854623319,7.339758119309349e-16,4.998927593908477e-15,5.115960737289885e-07,1.9569949261144143e-09,0.000702748293877541,3.006699625616396e-07,5.6579381635855946e-08,1.6173726020276078e-08,1.3390589585710205e-07,3.672618644155738e-10,4.308390779957169e-21,5.064792198920669e-15,1.4474191966943496e-08,3.086770923276106e-12,6.670561770404674e-10,9.054888496484976e-13
9.206540179634694e-07,0.10924808674370724,6.003058785672183e-06,0.938,0.0,0.0,0.0692772139568744,0.009648595536903523,0.049998987864514274,6.610786746529334e-07,5.49568400442257e-10,0.0019982081996861387,7.356249409598943e-16,5.009298072000216e-15,5.115925326220113e-07,1.9591761876959538e-09,0.0007032358628144104,3.0079428861585576e-07,5.6605529344980594e-08,1.6173636228095507e-08,1.339671602144537e-07,3.673039434055301e-10,4.3167740392850585e-21,5.074193201687397e-15,1.4490223399402634e-08,3.0897631376290145e-12,6.677082453240807e-10,9.067457481884558e-13
9.213160391455456e-07,0.10924808674370724,6.000140025377747e-06,0.938,0.0,0.0,0.06927672908262543,0.009648349804572279,0.049998991737427674,6.618037733358759e-07,5.504781434983264e-10,0.0019982065435744027,7.37277268136447e-16,5.019684901683788e-15,5.115889916158251e-07,1.9613583708241324e-09,0.0007037234128391871,3.0091858724466285e-07,5.663166216030032e-08,1.6173546405163047e-08,1.3402838290129316e-07,3.673459528584087e-10,4.3251685618419905e-21,5.083605680990521e-15,1.4506261424827553e-08,3.0927570785744564e-12,6.683606981417725e-10,9.080034696626993e-13
9.219780603276218e-07,0.10924808674370724,5.997225842766127e-06,0.938,0.0,0.0,0.06927624422278174,0.009648104081939734,0.04999899560986291,6.625294893874263e-07,5.513889040636629e-10,0.001998204886288335,7.389327977103702e-16,5.0300880930946934e-15,5.115854507105596e-07,1.9635414724703267e-09,0.0007042109439510157,3.010428580490835e-07,5.665778007039936e-08,1.617345655112497e-08,1.3408956382950154e-07,3.673878922848712e-10,4.3335743451477395e-21,5.093029638276953e-15,1.4522306020677364e-08,3.0957527420617015e-12,6.690135346365278e-10,9.092620139674362e-13
9.22640081509698e-07,0.10924808674370724,5.994316233328876e-06,0.938,0.0,0.0,0.06927575937734927,0.009647858369005339,0.049998999481822,6.632558229498826e-07,5.523006825676797e-10,0.001998203227828166,7.405915339302876e-16,5.040507656348568e-15,5.115819099063846e-07,1.9657254896162225e-09,0.0007046984561490222,3.0116710063187494e-07,5.6683883064166556e-08,1.6173366665629985e-08,1.341507029120654e-07,3.674297612003604e-10,4.341991386728425e-21,5.102465075001589e-15,1.4538357164502893e-08,3.098750124047258e-12,6.69666753952591e-10,9.10521380999027e-13
9.232359005735666e-07,0.10924808674370724,5.991701491137325e-06,0.938,0.0,0.0,0.06927532302878661,0.009647637235655853,0.04999900296617975,6.639100512438525e-07,5.531221539126285e-10,0.001998201734210344,7.420871417210945e-16,5.049899269547436e-15,5.115787232689548e-07,1.967691885310804e-09,0.0007051372009551718,3.012788945000081e-07,5.6707362996154e-08,1.617328574149709e-08,1.3420569223731788e-07,3.6746738254076346e-10,4.349576347932634e-21,5.110966784185389e-15,1.4552808773953702e-08,3.101449233813625e-12,6.702549779430051e-10,9.11655514673263e-13
9.238317196374351e-07,0.10924808674370724,5.989090446179967e-06,0.938,0.0,0.0,0.0692748866919063,0.009647416110161023,0.04999900645015496,6.645647799360472e-07,5.539444504456133e-10,0.0019982002396418505,7.435853534312218e-16,5.059304159463278e-15,5.115755367133757e-07,1.9696590179227247e-09,0.0007055759304397361,3.013906649012959e-07,5.673083082948347e-08,1.6173204791345958e-08,1.3426064753612697e-07,3.675049460320953e-10,4.357170424513539e-21,5.119477793977503e-15,1.4567265652763884e-08,3.1041497293539036e-12,6.708435107045023e-10,9.127903145965264e-13
9.244275387013036e-07,0.10924808674370724,5.9864830950783475e-06,0.938,0.0,0.0,0.06927445036671283,0.009647194992520454,0.04999900993374911,6.652200091258966e-07,5.547675724767176e-10,0.0019981987441228546,7.450861721555096e-16,5.06872233342952e-15,5.115723502399234e-07,1.9716268852580736e-09,0.0007060146446020381,3.0150241154992826e-07,5.67542865566816e-08,1.61731238149288e-08,1.3431556874734328e-07,3.6754245133098805e-10,4.3647736146445794e-21,5.127998105457709e-15,1.4581727784612813e-08,3.1068516077329145e-12,6.714323516159246e-10,9.139257806930678e-13
9.250233577651721e-07,0.10924808674370724,5.9838794344254944e-06,0.938,0.0,0.0,0.0692740140532106,0.009646973882733742,0.04999901341696373,6.658757389114783e-07,5.555915203150929e-10,0.0019981972476535246,7.465896009880336e-16,5.078153798766798e-15,5.115691638484384e-07,1.973595485134491e-09,0.0007064533434413867,3.0161413416120093e-07,5.677773017047114e-08,1.6173042811992315e-08,1.3437045581053463e-07,3.675798980971632e-10,4.372385916518744e-21,5.136527719714194e-15,1.4596195153277361e-08,3.1095548660211223e-12,6.720215000569792e-10,9.150619128873498e-13
9.256191768290407e-07,0.10924808674370724,5.9812794607861315e-06,0.938,0.0,0.0,0.06927357775140422,0.009646752780800492,0.04999901689980036,6.665319693895205e-07,5.564162942689595e-10,0.0019981957502340293,7.480956430221052e-16,5.087598562783026e-15,5.115659775388519e-07,1.9755648153614823e-09,0.0007068920269570796,3.0172583245171866e-07,5.6801161663769873e-08,1.6172961782287978e-08,1.3442530866598412e-07,3.67617285993433e-10,4.380007328297608e-21,5.1450666378429415e-15,1.4610667742449995e-08,3.1122595012911542e-12,6.726109554082564e-10,9.161987111034242e-13
9.261554139865224e-07,0.10924808674370724,5.978942634045365e-06,0.938,0.0,0.0,0.06927318508978214,0.009646553795774945,0.04999902003403139,6.671230049906731e-07,5.571592974101804e-10,0.0019981944017442347,7.494533176960976e-16,5.096110226797919e-15,5.115631099305058e-07,1.977337835211482e-09,0.0007072868290188874,3.018263398856248e-07,5.6822239639022247e-08,1.6172888832467474e-08,1.344746469394882e-07,3.6765088449011044e-10,4.3868743863514774e-21,5.15275961987848e-15,1.4623697522825043e-08,3.1146948479385475e-12,6.73141727121426e-10,9.172223988838958e-13
9.266916511440041e-07,0.10924808674370724,5.976608788436517e-06,0.938,0.0,0.0,0.06927279243764074,0.009646354817110086,0.049999023167958616,6.677144462985985e-07,5.579029701772401e-10,0.0019981930524850698,7.508131138222488e-16,5.104632673961586e-15,5.115602423887641e-07,1.979111443290179e-09,0.0007076816186674252,3.0192682718611615e-07,5.6843307786208315e-08,1.617281586059034e-08,1.3452395741439864e-07,3.6768443479007254e-10,4.393748820608591e-21,5.1604601397481256e-15,1.463673150686121e-08,3.117131305447504e-12,6.736727464805973e-10,9.182466260254078e-13
9.272278883014859e-07,0.10924808674370724,5.974277921397354e-06,0.938,0.0,0.0,0.06927239979498336,0.009646155844805623,0.04999902630158318,6.683062933810205e-07,5.586473127929037e-10,0.0019981917024566595,7.521750336539887e-16,5.113165909575292e-15,5.115573749134741e-07,1.980885638009799e-09,0.0007080763959021559,3.020272941490519e-07,5.686436610056742e-08,1.617274286647724e-08,1.3457324004866074e-07,3.67717936653896e-10,4.40063062972747e-21,5.168168198264276e-15,1.4649769682741934e-08,3.1195688716934796e-12,6.742040130360978e-10,9.192713924725984e-13
9.277641254589676e-07,0.10924808674370724,5.971950030347627e-06,0.938,0.0,0.0,0.0692720071618134,0.009645956878861266,0.049999029434906216,6.688985463047862e-07,5.593923254793282e-10,0.00199819035165913,7.5353907944424205e-16,5.1217099389321065e-15,5.115545075047922e-07,1.98266041778458e-09,0.0007084711607225336,3.021277405710704e-07,5.688541457746479e-08,1.617266984995457e-08,1.3462249480068425e-07,3.677513898441656e-10,4.40751981236234e-21,5.1758837962431605e-15,1.4662812038672887e-08,3.1220075445549985e-12,6.747355263388627e-10,9.202966981701185e-13
9.283003626164493e-07,0.10924808674370724,5.969625112689212e-06,0.938,0.0,0.0,0.06927161453813432,0.009645757919276722,0.04999903256792888,6.694912051358665e-07,5.601380084580649e-10,0.001998189000092608,7.549052534454278e-16,5.1302647673169324e-15,5.115516401629071e-07,1.9844357810337363e-09,0.0007088659131280053,3.022281662495649e-07,5.690645321239128e-08,1.617259681084986e-08,1.3467172162934283e-07,3.6778479412546733e-10,4.414416367171807e-21,5.183606934505092e-15,1.4675858562903709e-08,3.1244473219140967e-12,6.752672859404364e-10,9.213225430626981e-13
9.28836599773931e-07,0.10924808674370724,5.967303165806231e-06,0.938,0.0,0.0,0.06927122192394955,0.0096455589660517,0.04999903570065234,6.700842699393598e-07,5.608843619500595e-10,0.0019981876477572183,7.562735579094589e-16,5.138830400006549e-15,5.115487728876466e-07,1.9862117261771087e-09,0.0007092606531180101,3.0232857098274116e-07,5.692748200096251e-08,1.6172523748986626e-08,1.347209204939721e-07,3.678181492643801e-10,4.4213202928108744e-21,5.191337613875663e-15,1.4688909243676315e-08,3.1268882016553023e-12,6.757992913929834e-10,9.223489270949441e-13
9.293728369314128e-07,0.10924808674370724,5.964984187065194e-06,0.938,0.0,0.0,0.06927082931926257,0.009645360019185914,0.04999903883307775,6.706777407794932e-07,5.616313861756528e-10,0.00199818629465309,7.576439950877409e-16,5.147406842269644e-15,5.115459056789789e-07,1.987988251634131e-09,0.0007096553806919787,3.024289545696161e-07,5.6948500938918375e-08,1.6172450664192275e-08,1.347700913543686e-07,3.678514550294742e-10,4.4282315879256e-21,5.199075835184931e-15,1.4701964069228354e-08,3.12933018166576e-12,6.763315422492953e-10,9.23375850211373e-13
9.299090740888945e-07,0.10924808674370724,5.962668173815119e-06,0.938,0.0,0.0,0.06927043672407683,0.009645161078679064,0.049999041965206305,6.712716177196241e-07,5.623790813545816e-10,0.00199818494078035,7.590165672311723e-16,5.155994099366849e-15,5.115430385372071e-07,1.989765355829607e-09,0.0007100500958493349,3.025293168099528e-07,5.6969510022122716e-08,1.617237755629986e-08,1.3481923417078893e-07,3.6788471119130435e-10,4.435150251165862e-21,5.2068215992671626e-15,1.4715023027853291e-08,3.1317732598364647e-12,6.768640380627942e-10,9.24403312356637e-13
9.304453112463762e-07,0.10924808674370724,5.96035512338765e-06,0.938,0.0,0.0,0.06927004413839591,0.009644962144530863,0.04999904509703917,6.71865900822243e-07,5.631274477059803e-10,0.001998183586139126,7.603912765901435e-16,5.164592176550775e-15,5.115401714623176e-07,1.9915430371919276e-09,0.000710444798589495,3.026296575042988e-07,5.6990509246562916e-08,1.6172304425138358e-08,1.3486834890394854e-07,3.679179175224019e-10,4.442076281185119e-21,5.2145749069619505e-15,1.4728086107864829e-08,3.1342174340615327e-12,6.773967783875359e-10,9.254313134753653e-13
9.309815484038579e-07,0.10924808674370724,5.958045033097214e-06,0.938,0.0,0.0,0.06926965156222334,0.009644763216741023,0.04999904822857756,6.724605901489747e-07,5.638764854483806e-10,0.001998182230729547,7.617681254145363e-16,5.173201079066054e-15,5.11537304454079e-07,1.9933212941473004e-09,0.0007108394889118666,3.027299764540443e-07,5.701149860834894e-08,1.617223127053549e-08,1.349174355150203e-07,3.679510737972738e-10,4.449009676625809e-21,5.222335759113651e-15,1.4741153297545497e-08,3.1366627022372065e-12,6.779297627782229e-10,9.264598535119807e-13
9.315177855613397e-07,0.10924808674370724,5.955737900241096e-06,0.938,0.0,0.0,0.06926925899556267,0.009644564295309249,0.049999051359822654,6.730556857605808e-07,5.646261947997124e-10,0.0019981808745517422,7.631471159537238e-16,5.181820812149356e-15,5.115344375127789e-07,1.9951001251253045e-09,0.0007112341668158515,3.0283027346134275e-07,5.70324781037132e-08,1.6172158092328178e-08,1.3496649396563395e-07,3.6798417979239877e-10,4.455950436128133e-21,5.2301041565706485e-15,1.4754224585221933e-08,3.139109062263439e-12,6.784629907902078e-10,9.274889324110095e-13
9.320540227188214e-07,0.10924808674370724,5.9534337220996456e-06,0.938,0.0,0.0,0.06926886643841752,0.009644365380235246,0.04999905449077565,6.736511877169616e-07,5.653765759773063e-10,0.001998179517605841,7.645282504565692e-16,5.190451381029454e-15,5.115315706384482e-07,1.99687952856163e-09,0.0007116288323008429,3.029305483291095e-07,5.7053447729009965e-08,1.6172084890349376e-08,1.3501552421787425e-07,3.6801723528621393e-10,4.462898558342022e-21,5.237880100186875e-15,1.476729995926388e-08,3.141556512043857e-12,6.789964619794978e-10,9.285185501170367e-13
9.325902598763031e-07,0.10924808674370724,5.951132495936383e-06,0.938,0.0,0.0,0.06926847389079147,0.00964416647151873,0.0499990576214378,6.742470960771583e-07,5.661276291978933e-10,0.001998178159891973,7.659115311714263e-16,5.1990927909272525e-15,5.115287038310157e-07,1.998659502890979e-09,0.0007120234853662266,3.030308008610891e-07,5.7074407480714576e-08,1.617201166443241e-08,1.35064526234279e-07,3.6805024005911304e-10,4.469854041908848e-21,5.2456635908213985e-15,1.47803794080256e-08,3.144005049484595e-12,6.795301759027607e-10,9.29548706574503e-13
9.331264970337849e-07,0.10924808674370724,5.9488342189980834e-06,0.938,0.0,0.0,0.06926808135268818,0.009643967569159405,0.04999906075181027,6.748434108993557e-07,5.668793546776048e-10,0.001998176801410269,7.672969603461383e-16,5.207745047055807e-15,5.115258370905846e-07,2.0004400465482925e-09,0.0007124181260113818,3.03131030861834e-07,5.709535735542321e-08,1.6171938414415178e-08,1.3511349997783928e-07,3.6808319389344596e-10,4.476816885462304e-21,5.2534546293373775e-15,1.4793462919866146e-08,3.1464546724947616e-12,6.800641321173352e-10,9.305794017277902e-13
9.336627341912666e-07,0.10924808674370724,5.946538888514926e-06,0.938,0.0,0.0,0.06926768882411131,0.009643768673156982,0.04999906388189433,6.754401322408819e-07,5.676317526319754e-10,0.001998175442160859,7.686845402280382e-16,5.216408154620374e-15,5.115229704172593e-07,2.0022211579757343e-09,0.0007128127542356804,3.032312381366426e-07,5.711629734985242e-08,1.617186514013549e-08,1.35162445411998e-07,3.6811609657350726e-10,4.483787087646831e-21,5.2612532166032015e-15,1.4806550483205635e-08,3.148905378987601e-12,6.805983301812319e-10,9.316106355214196e-13
9.341989713487483e-07,0.10924808674370724,5.944246501700626e-06,0.938,0.0,0.0,0.06926729630506452,0.009643569783511169,0.049999067011691205,6.760372601582128e-07,5.683848232759419e-10,0.0019981740821438747,7.700742730639479e-16,5.22508211881844e-15,5.115201038109629e-07,2.0040028356175057e-09,0.0007132073700384863,3.033314224916177e-07,5.7137227460838373e-08,1.6171791841429335e-08,1.3521136250064835e-07,3.6814894788552963e-10,4.490764647106728e-21,5.269059353493342e-15,1.4819642086472394e-08,3.1513571668794112e-12,6.811327696531379e-10,9.326424078998464e-13
9.3473520850623e-07,0.10924808674370724,5.941957055752571e-06,0.938,0.0,0.0,0.0692669037955515,0.009643370900221673,0.04999907014120211,6.766347947069726e-07,5.69138566823846e-10,0.001998172721359448,7.714661611001783e-16,5.233766944839769e-15,5.11517237271718e-07,2.0057850779145656e-09,0.000713601973419157,3.0343158373371003e-07,5.715814768533631e-08,1.6171718518136976e-08,1.3526025120813243e-07,3.6818174761768686e-10,4.4977495624708905e-21,5.276873040886345e-15,1.483273771806637e-08,3.1538100340888444e-12,6.816674500924303e-10,9.336747188073397e-13
9.352714456637118e-07,0.10924808674370724,5.93967054785192e-06,0.938,0.0,0.0,0.06926651129557602,0.009643172023288205,0.04999907327042834,6.772327359419372e-07,5.698929834894341e-10,0.0019981713598077105,7.728602065825294e-16,5.2424626378664286e-15,5.115143707997164e-07,2.007567883314376e-09,0.0007139965643770425,3.035317216706192e-07,5.71790580204204e-08,1.6171645170101742e-08,1.3530911149924044e-07,3.6821449556008387e-10,4.5047418323756585e-21,5.28469427966513e-15,1.4845837366448748e-08,3.1562639785387934e-12,6.822023710591783e-10,9.347075681883165e-13
9.358076828211935e-07,0.10924808674370724,5.9373869751637865e-06,0.938,0.0,0.0,0.06926611880514182,0.009642973152710472,0.04999907639937111,6.778310839170355e-07,5.706480734858582e-10,0.0019981699974887953,7.742564117562885e-16,5.251169203072833e-15,5.115115043948867e-07,2.009351250268914e-09,0.0007143911429114863,3.0363183611083237e-07,5.7199958463282866e-08,1.617157179716293e-08,1.3535794333920895e-07,3.682471915047437e-10,4.511741455464223e-21,5.29252307071933e-15,1.4858941020106167e-08,3.1587189981556388e-12,6.827375321141458e-10,9.357409559871875e-13
9.363439199786752e-07,0.10924808674370724,5.935106334837347e-06,0.938,0.0,0.0,0.06926572632425262,0.009642774288488183,0.0499990795280317,6.784298386853517e-07,5.714038370256781e-10,0.0019981686344028343,7.756547788662323e-16,5.259886645625799e-15,5.115086380572377e-07,2.0111351772289662e-09,0.0007147857090218245,3.037319268636662e-07,5.7220849011233266e-08,1.6171498399163366e-08,1.3540674669371905e-07,3.6827983524560935e-10,4.518748430369925e-21,5.3003594149435934e-15,1.48720486675157e-08,3.161175090868553e-12,6.832729328187995e-10,9.367748821482445e-13
9.368801571361569e-07,0.10924808674370724,5.932828624005922e-06,0.938,0.0,0.0,0.06926533385291224,0.009642575430621046,0.04999908265641137,6.790290002991274e-07,5.721602743208607e-10,0.001998167270549962,7.770553101566241e-16,5.268614970684544e-15,5.115057717869405e-07,2.0129196626468752e-09,0.0007151802627073863,3.0383199373923706e-07,5.724172966169845e-08,1.6171424975950167e-08,1.354555215288962e-07,3.6831242657854194e-10,4.5257627557217135e-21,5.308203313236531e-15,1.4885160297171762e-08,3.1636322546101037e-12,6.838085727353187e-10,9.378093466157598e-13
9.374163942936387e-07,0.10924808674370724,5.930553839787139e-06,0.938,0.0,0.0,0.0692649413911245,0.009642376579108774,0.049999085784511406,6.796285688097638e-07,5.729173855827815e-10,0.0019981659059303118,7.784580078712167e-16,5.2773541834007436e-15,5.115029055839891e-07,2.014704704981931e-09,0.0007155748039674942,3.039320365484252e-07,5.726260041222193e-08,1.6171351527367205e-08,1.3550426781130892e-07,3.6834496530130626e-10,4.5327844301603056e-21,5.316054766502792e-15,1.4898275897617946e-08,3.1660904873169424e-12,6.843444514265947e-10,9.388443493340925e-13
9.379526314511204e-07,0.10924808674370724,5.928281979283036e-06,0.938,0.0,0.0,0.06926454893889325,0.00964217773395107,0.04999908891233309,6.802285442678227e-07,5.736751710222261e-10,0.0019981645405440173,7.7986287425325e-16,5.286104288918571e-15,5.115000394482966e-07,2.016490302694515e-09,0.0007159693328014639,3.040320551029274e-07,5.728346126046302e-08,1.6171278053258443e-08,1.355529855079672e-07,3.6837745121356804e-10,4.5398134523239885e-21,5.323913775653472e-15,1.4911395457401167e-08,3.1685497869288396e-12,6.848805684562371e-10,9.398798902475224e-13
9.384888686086021e-07,0.10924808674370724,5.9260130395802185e-06,0.938,0.0,0.0,0.06926415649622229,0.009641978895147644,0.049999092039877686,6.808289267230305e-07,5.744336308493903e-10,0.0019981631743912144,7.812699115454517e-16,5.294865292374729e-15,5.114971733800195e-07,2.0182764542430295e-09,0.0007163638492086046,3.0413204921527166e-07,5.730431220419658e-08,1.6171204553474567e-08,1.35601674586321e-07,3.684098841168946e-10,4.54684982083782e-21,5.331780341603561e-15,1.492451896505996e-08,3.1710101513884743e-12,6.854169233885865e-10,9.409159693002176e-13
9.390251057660839e-07,0.10924808674370724,5.923747017749964e-06,0.938,0.0,0.0,0.0692637640631155,0.009641780062698209,0.04999909516714652,6.814297162242794e-07,5.751927652738825e-10,0.0019981618074720368,7.826791219900374e-16,5.303637198898493e-15,5.114943073792897e-07,2.0200631580924758e-09,0.0007167583531882182,3.042320186987497e-07,5.7325153241312697e-08,1.617113102786583e-08,1.3565033501425922e-07,3.684422638147433e-10,4.5538935343360765e-21,5.339654465272827e-15,1.4937646409184915e-08,3.1734715786427595e-12,6.859535157887148e-10,9.419525864364464e-13
9.395613429235656e-07,0.10924808674370724,5.92148391084836e-06,0.938,0.0,0.0,0.0692633716395768,0.009641581236602467,0.049999098294140884,6.820309128196291e-07,5.759525745047224e-10,0.00199816043978662,7.840905078287104e-16,5.312420013611743e-15,5.114914414459794e-07,2.0218504127135445e-09,0.0007171528447396004,3.043319633674365e-07,5.73459843698157e-08,1.617105747627815e-08,1.3569896676010821e-07,3.6847459011245065e-10,4.560944591463359e-21,5.347536147588596e-15,1.495077777840018e-08,3.175934066642451e-12,6.864903452224262e-10,9.429897416005012e-13
9.400975800810473e-07,0.10924808674370724,5.919223715916421e-06,0.938,0.0,0.0,0.06926297922561012,0.009641382416860128,0.049999101420862085,6.826325165563097e-07,5.767130587503443e-10,0.0019981590713351012,7.855040713026623e-16,5.321213741629005e-15,5.114885755801147e-07,2.0236382165730567e-09,0.0007175473238620405,3.0443188303626183e-07,5.736680558782362e-08,1.6170983898563028e-08,1.3574756979263049e-07,3.6850686281723616e-10,4.568002990848213e-21,5.355425389483367e-15,1.4963913061302613e-08,3.178397613340851e-12,6.87027411256271e-10,9.440274347364907e-13
9.40633817238529e-07,0.10924808674370724,5.91696642998019e-06,0.938,0.0,0.0,0.06926258682121934,0.009641183603470906,0.04999910454731144,6.832345274807236e-07,5.774742182185968e-10,0.0019981577021176153,7.869198146525717e-16,5.330018388057478e-15,5.114857097819483e-07,2.025426568140528e-09,0.0007179417905548209,3.0453177752094514e-07,5.738761689356822e-08,1.617091029457726e-08,1.3579614408102384e-07,3.6853908173819835e-10,4.5750687311165636e-21,5.3633221918928356e-15,1.497705224652031e-08,3.180862216695118e-12,6.875647134575509e-10,9.45065665788553e-13
9.411700543960108e-07,0.10924808674370724,5.914712050050923e-06,0.938,0.0,0.0,0.06926219442640844,0.009640984796434503,0.04999910767349025,6.838369456384474e-07,5.782360531167439e-10,0.0019981563321342984,7.883377401186058e-16,5.3388339579970965e-15,5.114828440513568e-07,2.0272154658952277e-09,0.0007183362448172177,3.046316466379615e-07,5.740841828539412e-08,1.6170836664169916e-08,1.3584468959491943e-07,3.6857124668629636e-10,4.582141810915105e-21,5.3712265557602254e-15,1.4990195322740944e-08,3.1833278746669167e-12,6.881022513943188e-10,9.461044347009417e-13
9.417062915534925e-07,0.10924808674370724,5.912460573125188e-06,0.938,0.0,0.0,0.0692618020411814,0.009640785995750634,0.04999911079939988,6.844397710742354e-07,5.78998563651467e-10,0.001998154961385289,7.8975784994042e-16,5.347660456540547e-15,5.114799783883431e-07,2.029004908313927e-09,0.0007187306866485003,3.047314902046287e-07,5.7429209761757814e-08,1.6170763007194933e-08,1.3589320630438004e-07,3.686033574743504e-10,4.5892222288785436e-21,5.379138482035131e-15,1.5003342278637138e-08,3.185794585220768e-12,6.886400246353851e-10,9.471437414177694e-13
9.422425287109742e-07,0.10924808674370724,5.910211996184958e-06,0.938,0.0,0.0,0.06926140966554219,0.009640587201419,0.04999911392504163,6.850430038320198e-07,5.79761750028864e-10,0.0019981535898707225,7.911801463571574e-16,5.356497888773313e-15,5.11477112793138e-07,2.030794893872033e-09,0.0007191251160479327,3.048313080390934e-07,5.744999132122794e-08,1.6170689323512637e-08,1.3594169417989976e-07,3.6863541391704374e-10,4.596309983629978e-21,5.387057971670616e-15,1.50164931028799e-08,3.1882623463243875e-12,6.891780327503303e-10,9.481835858830551e-13
9.427787658684559e-07,0.10924808674370724,5.907966316197749e-06,0.938,0.0,0.0,0.06926101729949485,0.009640388413439317,0.04999911705041687,6.856466439549141e-07,5.805256124544523e-10,0.0019981522175907384,7.926046316074504e-16,5.365346259773703e-15,5.114742472657127e-07,2.0325854210557184e-09,0.0007195195330147716,3.049310999602463e-07,5.7470762962484473e-08,1.6170615612977487e-08,1.3599015319240267e-07,3.686674158309074e-10,4.6034050738139286e-21,5.394985025625859e-15,1.5029647784211395e-08,3.1907311559503374e-12,6.89716275309503e-10,9.492239680409801e-13
9.433150030259377e-07,0.10924808674370724,5.905723530116747e-06,0.938,0.0,0.0,0.06926062494304339,0.009640189631811288,0.049999120175526914,6.862506914852144e-07,5.812901511331687e-10,0.0019981508445454745,7.940313079294191e-16,5.374205574612904e-15,5.114713818059263e-07,2.0343764883539057e-09,0.0007199139375482677,3.050308657877864e-07,5.749152468431772e-08,1.6170541875443037e-08,1.360385833132408e-07,3.686993630343119e-10,4.610507498078013e-21,5.402919644868391e-15,1.5042806311389738e-08,3.1932010120747956e-12,6.902547518840217e-10,9.502648878356908e-13
9.438512401834194e-07,0.10924808674370724,5.903483634880935e-06,0.938,0.0,0.0,0.06926023259619184,0.009639990856534626,0.04999912330037313,6.868551464644032e-07,5.820553662693702e-10,0.001998149470735068,7.954601775606737e-16,5.383075838355003e-15,5.114685164139936e-07,2.03616809424849e-09,0.0007203083296476662,3.051306053422856e-07,5.751227648562827e-08,1.6170468110773032e-08,1.3608698451419285e-07,3.687312553474735e-10,4.6176172550445606e-21,5.4108618303692936e-15,1.5055968673134597e-08,3.1956719126763443e-12,6.90793462045792e-10,9.51306345211107e-13
9.443874773409011e-07,0.10924808674370724,5.9012466274152e-06,0.938,0.0,0.0,0.06925984025894434,0.009639792087609034,0.04999912642495687,6.874600089331493e-07,5.828212580668361e-10,0.0019981480961596587,7.968912427383128e-16,5.391957056057041e-15,5.114656510900602e-07,2.0379602372303442e-09,0.0007207027093122049,3.0523031844507e-07,5.7533018365426864e-08,1.617039431882949e-08,1.3613535676746406e-07,3.687630925924452e-10,4.624734343350434e-21,5.418811583103481e-15,1.506913485823011e-08,3.1981438557383544e-12,6.913324053675094e-10,9.523483401112855e-13
9.449237144983829e-07,0.10924808674370724,5.899012504630496e-06,0.938,0.0,0.0,0.0692594479313049,0.009639593325034227,0.049999129549279514,6.880652789313125e-07,5.835878267287685e-10,0.0019981467208193865,7.98324505698925e-16,5.4008492327690425e-15,5.114627858339575e-07,2.0397529157975526e-09,0.0007210970765411168,3.0533000491824656e-07,5.7553750322833075e-08,1.6170320499468463e-08,1.36183700045683e-07,3.6879487459309805e-10,4.631858761648176e-21,5.426768904055354e-15,1.5082304855501007e-08,3.200616839248452e-12,6.918715814226541e-10,9.533908724803391e-13
9.454599516558646e-07,0.10924808674370724,5.896781263423959e-06,0.938,0.0,0.0,0.06925905561327768,0.009639394568809908,0.04999913267334242,6.88670956497945e-07,5.843550724577934e-10,0.0019981453447143896,7.997599686785884e-16,5.4097523735340664e-15,5.11459920645755e-07,2.0415461284444957e-09,0.0007214914313336281,3.0542966458477164e-07,5.757447235707456e-08,1.6170246652553244e-08,1.362320143219004e-07,3.6882660117512525e-10,4.6389905085747466e-21,5.434733794214912e-15,1.5095478653755177e-08,3.2030908611971953e-12,6.924109897855032e-10,9.544339422622263e-13
9.459961888133463e-07,0.10924808674370724,5.8945529006789826e-06,0.938,0.0,0.0,0.06925866330486677,0.00963919581893579,0.049999135797146946,6.892770416712927e-07,5.851229954559612e-10,0.0019981439678448086,8.011976339128716e-16,5.4186664833882254e-15,5.114570555256988e-07,2.0433398736662185e-09,0.0007218857736889595,3.0552929726841696e-07,5.759518446748762e-08,1.6170172777952153e-08,1.3628029956958884e-07,3.6885827216604244e-10,4.6461295827603865e-21,5.442706254574989e-15,1.510865624181313e-08,3.2055659195787945e-12,6.929506300311413e-10,9.554775494008552e-13
