Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52)
2.488076039218096e-06,0.054700809901540644,1.2621744341651648e-06,0.938,0.0,0.0,0.0349396313503789,0.009951052156280548,0.049998728383818324,1.5482163704700968e-15,6.764230519161977e-20,0.0019971298646938146,1.2314923558699645e-21,1.2087376523545415e-26,1.2961941634489972e-06,9.343004890041539e-11,9.787015202000311e-05,2.3433483584397137e-07,5.321712993000644e-10,2.029996128742437e-06,6.03175891283421e-07,2.20318119459216e-09,4.332301794370933e-25,3.5627152569388376e-19,3.318359764266225e-10
2.4928904402015184e-06,0.054700809901540644,1.2626444151513223e-06,0.938,0.0,0.0,0.034939443157820486,0.009950957939802031,0.04999873047519905,1.5703317866395558e-15,6.837719947189518e-20,0.0019971284828686734,1.2570956814055194e-21,1.2226411973739476e-26,1.2961872360771935e-06,9.425402580459562e-11,9.805649551059374e-05,2.3595095655896336e-07,5.334356850285129e-10,2.0299877648497372e-06,6.029359867090965e-07,2.213405347651012e-09,4.19747537618578e-25,3.6022942180001755e-19,3.347606956700759e-10
2.4977048411849407e-06,0.054700809901540644,1.263121246506148e-06,0.938,0.0,0.0,0.03493925496551878,0.009950863725230479,0.04999873257709455,1.5927532170855904e-15,6.91194427262904e-20,0.0019971270938153353,1.2979989751909248e-21,1.2366918049899874e-26,1.2961803089869413e-06,9.508456776446571e-11,9.82428246383944e-05,2.3757736239741102e-07,5.347040317819199e-10,2.0299794129571814e-06,6.026929450849283e-07,2.2236677729245676e-09,1.4606510815214863e-25,3.6421281618054694e-19,3.3770870026902815e-10
2.502519242168363e-06,0.054700809901540644,1.2636049638537395e-06,0.938,0.0,0.0,0.03493906677345148,0.009950769512565854,0.04999873468956094,1.6154847308315514e-15,6.986910912698324e-20,0.0019971256974910525,1.3305065006971517e-21,1.2508913753818922e-26,1.2961733821789994e-06,9.592171894179712e-11,9.842913934713998e-05,2.3921410566474653e-07,5.359763704378673e-10,2.0299710728779993e-06,6.024467568848928e-07,2.233968423551419e-09,4.404691103825552e-25,3.682446912456613e-19,3.406801466932727e-10
2.507333643151785e-06,0.054700809901540644,1.2640956023725442e-06,0.938,0.0,0.0,0.034938878581596805,0.009950675301808104,0.049998736812654834,1.6385304473253734e-15,7.062625623370307e-20,0.001997124293852653,1.3576873015541306e-21,1.265240468613276e-26,1.2961664556536741e-06,9.676552368041105e-11,9.861543958005496e-05,2.408612387380942e-07,5.372527317847866e-10,2.0299627444233437e-06,6.021974129419656e-07,2.2443072510187987e-09,4.315113462043291e-25,3.723236248549582e-19,3.4367519205601286e-10
2.5121480441352075e-06,0.054700809901540644,1.264593196791151e-06,0.938,0.0,0.0,0.03493869038993354,0.00995058109295719,0.04999873894643338,1.6618945369851654e-15,7.139096126571558e-20,0.001997122882856534,1.400420931026593e-21,1.2797411639457088e-26,1.296159529411706e-06,9.761602650658451e-11,9.880172527985289e-05,2.425188140642795e-07,5.385331465200484e-10,2.0299544274022958e-06,6.019449044504005e-07,2.2546842051756095e-09,1.8260987148706538e-25,3.764287602447053e-19,3.4669399411525034e-10
2.5164810050202877e-06,0.054700809901540644,1.2650470073995701e-06,0.938,0.0,0.0,0.034938521017583136,0.009950496306621676,0.04999874087601709,1.6831979150937488e-15,7.208570744835846e-20,0.0019971216066327936,1.4473061031896243e-21,1.2929219709454477e-26,1.296153296037247e-06,9.838724286371489e-11,9.896936993609708e-05,2.4401960338591935e-07,5.396890107169424e-10,2.0299469516996462e-06,6.01714934133837e-07,2.2640560194753224e-09,3.7378886302483886e-25,3.801507228915228e-19,3.494313588525025e-10
2.5199179169467715e-06,0.054700809901540644,1.2654110138541095e-06,0.938,0.0,0.0,0.03493838667123597,0.009950429055054881,0.04999874241278243,1.70028368513709e-15,7.264119527667141e-20,0.0019971205900446666,1.477160967137309e-21,1.303464791952948e-26,1.296148351878003e-06,9.900287890140484e-11,9.910233752853836e-05,2.4521610301699997e-07,5.406082115053447e-10,2.029941028340886e-06,6.015306895358912e-07,2.2715116662348173e-09,3.6829822345296956e-25,3.8313538281380923e-19,3.51616494476656e-10
2.5233548288732553e-06,0.054700809901540644,1.2657786103952615e-06,0.938,0.0,0.0,0.034938252324959354,0.009950361804459804,0.049998743955070285,1.7175373857466316e-15,7.320062087900393e-20,0.001997119569647743,1.5001796424325506e-21,1.3140862654288584e-26,1.2961434078642156e-06,9.962198821143843e-11,9.923529763698234e-05,2.4641799432408633e-07,5.415295186594066e-10,2.0299351105497984e-06,6.013448213389084e-07,2.2789866727074565e-09,3.660532103432033e-25,3.861488211379138e-19,3.538139488321437e-10
2.526791740799739e-06,0.054700809901540644,1.266149809077949e-06,0.938,0.0,0.0,0.03493811797874622,0.009950294554836425,0.049998745502902085,1.7349606000876767e-15,7.376401875298445e-20,0.0019971185454256187,1.5232603623104554e-21,1.3247876266026537e-26,1.296138463996212e-06,1.0024458722171195e-10,9.936825023994208e-05,2.4762529647046326e-07,5.424529432169397e-10,2.0299291982543526e-06,6.011573268015178e-07,2.2864810186152187e-09,3.7137144026742413e-25,3.8918390789635326e-19,3.560237801210313e-10
2.530228652726223e-06,0.054700809901540644,1.2665246218355456e-06,0.938,0.0,0.0,0.03493798363258971,0.009950227306184735,0.04999874705629942,1.7525549251894936e-15,7.433141627691369e-20,0.0019971175173617768,1.5499434601968679e-21,1.3355695209883582e-26,1.2961335202742663e-06,1.008706924067592e-10,9.95011953157977e-05,2.488380286352778e-07,5.43378496187502e-10,2.029923291381994e-06,6.009682032785723e-07,2.293994683269707e-09,3.779059861430784e-25,3.922372047699745e-19,3.5824604671015113e-10
2.5336655646527067e-06,0.054700809901540644,1.266903060479109e-06,0.938,0.0,0.0,0.03493784928648304,0.009950160058504711,0.049998748615283965,1.7703219720509447e-15,7.49028349284663e-20,0.0019971164854395928,1.5784185453614906e-21,1.3464321142250333e-26,1.2961285766986951e-06,1.0150032028765042e-10,9.963413284279655e-05,2.500562100131681e-07,5.443061885514242e-10,2.029917389859648e-06,6.007774482215094e-07,2.3015276455750747e-09,3.810774077495293e-25,3.953108744111512e-19,3.6048080713070285e-10
2.5371024765791904e-06,0.054700809901540644,1.2672851366966052e-06,0.938,0.0,0.0,0.034937714940419605,0.009950092811796341,0.04999875017987756,1.7882633657468483e-15,7.547829794380055e-20,0.0019971154496423267,1.606199003148649e-21,1.3573757121049987e-26,1.2961236332698188e-06,1.0213348743186565e-10,9.976706279905312e-05,2.5127985981389106e-07,5.452360312590482e-10,2.0299114936137257e-06,6.005850591787086e-07,2.309079884031154e-09,3.8586226215617454e-25,3.984076677982347e-19,3.62728120077811e-10
2.5405393885056742e-06,0.054700809901540644,1.2676708620521492e-06,0.938,0.0,0.0,0.03493758059439294,0.009950025566059608,0.04999875175010216,1.806380745534664e-15,7.605783303768516e-20,0.0019971144099531282,1.633155739231671e-21,1.3684009741044248e-26,1.2961186899879632e-06,1.0277021045317278e-10,9.989998516254898e-05,2.525089972619516e-07,5.461680352301081e-10,2.0299056025701193e-06,6.003910337958427e-07,2.316651376736452e-09,3.904933573874216e-25,4.0152779900139607e-19,3.649880444100845e-10
2.543976300432158e-06,0.054700809901540644,1.2680602479852322e-06,0.938,0.0,0.0,0.03493744624839674,0.009949958321294498,0.04999875332597987,1.8246757649615823e-15,7.664146903793362e-20,0.0019971133663550375,1.6604868222747438e-21,1.3795086368063186e-26,1.296113746853466e-06,1.0341050601150225e-10,0.00010003289991113295,2.537436415962309e-07,5.471022113529982e-10,2.029899716654211e-06,6.001953698162187e-07,2.3242421013911193e-09,3.9537044949621327e-25,4.046701167402005e-19,3.672606391491703e-10
2.550850124285126e-06,0.054700809901540644,1.2688500467142939e-06,0.938,0.0,0.0,0.03493717755647114,0.00994982383467908,0.04999875649478364,1.8618054090191144e-15,7.78211539089186e-20,0.0019971112673637798,1.7177456673349207e-21,1.4019736469504532e-26,1.296103861027935e-06,1.0470188160900887e-10,0.000100298706474296,2.5622952794862575e-07,5.489771234470161e-10,2.029887959904483e-06,5.997991175300753e-07,2.3394811553764976e-09,4.047021042469283e-25,4.1102028392031736e-19,3.71844076746856e-10
2.557723948138094e-06,0.054700809901540644,1.269654621878269e-06,0.938,0.0,0.0,0.03493690886459521,0.00994968935194996,0.0499987596864683,1.899665816204032e-15,7.90175612690395e-20,0.001997109152530639,1.77953911672589e-21,1.4247746559848515e-26,1.2960939757960975e-06,1.0600774842226899e-10,0.00010056448230867578,2.5873767305554485e-07,5.508608539951453e-10,2.029876222757493e-06,5.99396286231864e-07,2.354796859743361e-09,4.1465628012747385e-25,4.1745810118511504e-19,3.7647890828758536e-10
2.564597771991062e-06,0.054700809901540644,1.2704740604289395e-06,0.938,0.0,0.0,0.034936640172723715,0.009949554873107015,0.04999876290121539,1.9382707403986316e-15,8.023089760168874e-20,0.001997107021715927,1.841994288438444e-21,1.447915270513886e-26,1.2960840911609654e-06,1.0732824137957748e-10,0.00010083022723228126,2.612682313077192e-07,5.527534889054728e-10,2.0298645045981974e-06,5.989868614157205e-07,2.3701890220853916e-09,4.245199080197611e-25,4.2398914002495856e-19,3.811656117673915e-10
2.57147159584403e-06,0.054700809901540644,1.2713084472512796e-06,0.938,0.0,0.0,0.03493637148081384,0.009949420398150124,0.04999876613920856,1.977634174621487e-15,8.14613844116649e-20,0.001997104874778176,1.903095115898401e-21,1.471400186274857e-26,1.2960742071256973e-06,1.086634961354313e-10,0.0001010959410609978,2.6382135729027723e-07,5.546551135177361e-10,2.0298528048036756e-06,5.985708301676938e-07,2.3856574439465535e-09,4.348506124471044e-25,4.306165623627432e-19,3.859046677465753e-10
2.578345419696998e-06,0.054700809901540644,1.27215786513953e-06,0.938,0.0,0.0,0.03493610278882527,0.009949285927079159,0.04999876940063359,2.0177703546049728e-15,8.270925383829097e-20,0.001997102711574147,1.9643913025845634e-21,1.495234802316451e-26,1.2960643236935974e-06,1.100136490662479e-10,0.00010136162360858874,2.663972057709057e-07,5.56565812580852e-10,2.029841122743253e-06,5.98148181174524e-07,2.4012019209383647e-09,4.452279932527636e-25,4.373396269030738e-19,3.9069655933440383e-10
2.585219243549966e-06,0.054700809901540644,1.2730223947734606e-06,0.938,0.0,0.0,0.03493583409672004,0.009949151459894001,0.04999877268567836,2.0586937624105898e-15,8.397473586974264e-20,0.001997100531958833,2.0278484771525528e-21,1.5194241690175543e-26,1.2960544408681131e-06,1.1137883726601426e-10,0.00010162727468669684,2.689959316880387e-07,5.584856702304405e-10,2.029829457778616e-06,5.977189047318083e-07,2.416822242862493e-09,4.559870233829247e-25,4.441574039750538e-19,3.955417721735591e-10
2.592093067402934e-06,0.054700809901540644,1.2739021146948364e-06,0.938,0.0,0.0,0.03493556540446278,0.009949016996594518,0.049998775994532896,2.1004191300827327e-15,8.525805551163893e-20,0.001997098335785458,2.0936758467590476e-21,1.5439727704338386e-26,1.2960445586528424e-06,1.1275919854186923e-10,0.00010189289410484673,2.716176901390875e-07,5.604147699662972e-10,2.029817809263937e-06,5.972829927515505e-07,2.4325181938386902e-09,4.668786960964155e-25,4.510710670580764e-19,4.004407944243553e-10
2.598966891255902e-06,0.054700809901540644,1.274797101284131e-06,0.938,0.0,0.0,0.03493529671202056,0.009948882537180594,0.04999877932738933,2.1429614433420303e-15,8.655943939342865e-20,0.0019970961229054895,2.161067514775086e-21,1.5688850756853118e-26,1.2960346770515297e-06,1.1415487140962337e-10,0.00010215848167044698,2.7426263636871397e-07,5.623531946298614e-10,2.0298061765460084e-06,5.968404387690713e-07,2.4482895524375126e-09,4.781180661165437e-25,4.58082856025388e-19,4.053941167487307e-10
2.60584071510887e-06,0.054700809901540644,1.2757074287375044e-06,0.938,0.0,0.0,0.034935028019363025,0.009948748081652107,0.04999878268444188,2.1863359453186283e-15,8.787912058137952e-20,0.0019970938931686377,2.229633753651943e-21,1.5941659282281174e-26,1.2960247960680666e-06,1.155659950892209e-10,0.00010242403718879331,2.769309257571613e-07,5.643010263816917e-10,2.029794558964392e-06,5.963912379492648e-07,2.4641360918176896e-09,4.895215112041378e-25,4.651944376117125e-19,4.1040223229403804e-10
2.612714538961838e-06,0.054700809901540644,1.2766331690440575e-06,0.938,0.0,0.0,0.034934759326462395,0.00994861363000893,0.04999878606588687,2.230558140325112e-15,8.921733700610601e-20,0.001997091646422861,2.2996621741725265e-21,1.6198204061794127e-26,1.2960149157064966e-06,1.1699270950014587e-10,0.00010268956046307144,2.7962271380864653e-07,5.662583466789366e-10,2.0297829558515596e-06,5.959353870921923e-07,2.480057579868384e-09,5.012689709302974e-25,4.724067161774254e-19,4.1546563667663576e-10
2.619588362814806e-06,0.054700809901540644,1.2775743919633865e-06,0.938,0.0,0.0,0.03493449063329345,0.009948479182250943,0.04999878947192277,2.2756437976689083e-15,9.057432806588105e-20,0.0019970893825143753,2.371507222515339e-21,1.6458535398784623e-26,1.2960050359710126e-06,1.184351552567788e-10,0.00010295505129436096,2.8233815613982445e-07,5.68225236252843e-10,2.0297713665330405e-06,5.954728846379917e-07,2.4960537793563337e-09,5.132018523957351e-25,4.797205955021231e-19,4.205848279653045e-10
2.626462186667774e-06,0.054700809901540644,1.2785311650034527e-06,0.938,0.0,0.0,0.03493422193983359,0.009948344738378025,0.049998792902750076,2.3216089555044143e-15,9.195033406114804e-20,0.001997087101287662,2.445216175949827e-21,1.6722702686505482e-26,1.295995156865957e-06,1.1989347366370508e-10,0.00010322050948163913,2.850774084683312e-07,5.70201775086292e-10,2.0297597903275918e-06,5.950037306711062e-07,2.5121244480776885e-09,5.254861256414144e-25,4.87137377172047e-19,4.257603066644941e-10
2.633336010520742e-06,0.054700809901540644,1.2795035533987948e-06,0.938,0.0,0.0,0.03493395324606289,0.009948210298390055,0.04999879635857149,2.3684699247251317e-15,9.334559789903574e-20,0.001997084802585469,2.520669260356719e-21,1.69907558303443e-26,1.2959852783958298e-06,1.2136780671098208e-10,0.00010348593482178526,2.878406266014156e-07,5.721880423913847e-10,2.0297482265473616e-06,5.94527926923804e-07,2.5282693390143824e-09,5.379650651627372e-25,4.946585470290972e-19,4.309925756974234e-10
2.64020983437371e-06,0.054700809901540644,1.2804916200891034e-06,0.938,0.0,0.0,0.03493368455196405,0.009948075862286907,0.049998799839591684,2.4162432928960024e-15,9.476036618300933e-20,0.001997082486248828,2.597837423217477e-21,1.7262746118037088e-26,1.2959754005652783e-06,1.228582970693669e-10,0.00010375132710958547,2.9062796642466604e-07,5.741841165870934e-10,2.029736674498058e-06,5.940454767789832e-07,2.544488200495018e-09,5.508132480530067e-25,5.022854700682663e-19,4.36282140389042e-10
2.647083658226678e-06,0.054700809901540644,1.281495425698177e-06,0.938,0.0,0.0,0.034933415857522465,0.009947941430068458,0.0499988033460175,2.4649459282259866e-15,9.619488875948518e-20,0.0019970801521170555,2.676808656661232e-21,1.7538725804542187e-26,1.2959655233791041e-06,1.243650880855104e-10,0.00010401668613773781,2.934395838908431e-07,5.761900752769867e-10,2.0297251334791257e-06,5.935563852722518e-07,2.560780776360248e-09,5.638571768901345e-25,5.100193856796232e-19,4.416295084488732e-10
2.653957482079646e-06,0.054700809901540644,1.282515028513288e-06,0.938,0.0,0.0,0.03493314716272628,0.009947807001734595,0.049998806878057814,2.5145949835809654e-15,9.764941793357311e-20,0.0019970778000277653,2.7576821767603352e-21,1.7818747445205137e-26,1.2959556468422675e-06,1.2588832377712113e-10,0.00010428201169685783,2.9627563500882306e-07,5.782059952270462e-10,2.0297136027839385e-06,5.930606590932705e-07,2.5771468061325154e-09,5.772988128693937e-25,5.178615480190761e-19,4.4703518995375044e-10
2.660831305932614e-06,0.054700809901540644,1.2835504844649667e-06,0.938,0.0,0.0,0.03493287846756633,0.009947672577285188,0.049998810435923594,2.5652079005371213e-15,9.912420840405142e-20,0.001997075429816879,2.840496578360171e-21,1.8102863840577413e-26,1.2959457709598787e-06,1.274281488281044e-10,0.00010454730357548439,2.9913627583266426e-07,5.802319523435859e-10,2.0297020816999834e-06,5.925583065863487e-07,2.5935860251900174e-09,5.909254711388472e-25,5.258133026278492e-19,4.524996973304659e-10
2.667705129785582e-06,0.054700809901540644,1.2846018471072407e-06,0.938,0.0,0.0,0.03493260977203625,0.009947538156720118,0.04999881401982787,2.6168024134749573e-15,1.006195176905549e-19,0.0019970730413186376,2.9252689684515676e-21,1.839112838361437e-26,1.2959358957372071e-06,1.2898470858367915e-10,0.00010481256156008611,3.020216624508008e-07,5.822680216512927e-10,2.0296905695090602e-06,5.920493377502835e-07,2.6100981649447885e-09,6.04993203138764e-25,5.338760288619404e-19,4.580235453383434e-10
2.67457895363855e-06,0.054700809901540644,1.2856691675983444e-06,0.938,0.0,0.0,0.034932341076132446,0.009947403740039265,0.04999881762998576,2.6693965537140938e-15,1.0213560638159358e-19,0.0019970706343656074,3.012028646596206e-21,1.868359524605009e-26,1.2959260211796781e-06,1.3055814904547996e-10,0.00010507778543506816,3.049319509753753e-07,5.843142772713973e-10,2.0296790654874827e-06,5.915337642374323e-07,2.626682953024827e-09,6.19217388139057e-25,5.420510973746133e-19,4.6360725105175655e-10
2.681452777491518e-06,0.054700809901540644,1.2867524946819216e-06,0.938,0.0,0.0,0.034932072379854136,0.009947269327242506,0.04999882126661438,2.7230086536889454e-15,1.0367273802838714e-19,0.0019970682087886997,3.1008340485421266e-21,1.898031926845743e-26,1.295916147292874e-06,1.321486168666464e-10,0.0001053429749827793,3.0786729753171694e-07,5.863707923999975e-10,2.0296675689062917e-06,5.91011599352012e-07,2.643340113460129e-09,6.339504972164759e-25,5.503398574414226e-19,4.692513338426042e-10
2.688326601344486e-06,0.054700809901540644,1.2878518746687432e-06,0.938,0.0,0.0,0.03493180368320338,0.009947134918329723,0.049998824929932954,2.7776573511654133e-15,1.0523117899077179e-19,0.001997065764417175,3.1917357643464885e-21,1.9281355816368086e-26,1.2959062740825352e-06,1.3375625934690453e-10,0.00010560812998351947,3.108278582479718e-07,5.884376392865406e-10,2.029656079031464e-06,5.90482858047617e-07,2.6600693668725093e-09,6.487801943641458e-25,5.587436830755799e-19,4.749563153627603e-10
2.695200425197454e-06,0.054700809901540644,1.288967351418965e-06,0.938,0.0,0.0,0.03493153498618507,0.00994700051330079,0.0499988286201627,2.8333615934987205e-15,1.0681119844759337e-19,0.0019970633010786658,3.2847860835051795e-21,1.9586760777361378e-26,1.2958964015545609e-06,1.35381224427648e-10,0.0001058732502155479,3.13813789244898e-07,5.905148892124893e-10,2.0296445951241404e-06,5.899475569239462e-07,2.6768704306690387e-09,6.642299956957388e-25,5.67263962368275e-19,4.807227195265187e-10
2.702074249050422e-06,0.054700809901540644,1.2900989663249453e-06,0.938,0.0,0.0,0.034931266288807016,0.009946866112155587,0.04999883233752689,2.8901406419325234e-15,1.0841306851539432e-19,0.001997060818599177,3.3800194322780153e-21,1.989659064647351e-26,1.2958865297150098e-06,1.3702366068701845e-10,0.00010613833545509135,3.168252466258267e-07,5.926026124701764e-10,2.0296331164408403e-06,5.894057142227349e-07,2.6937430192390137e-09,6.79658281273137e-25,5.759021151437418e-19,4.865510724930431e-10
2.70894807290339e-06,0.054700809901540644,1.291246758294652e-06,0.938,0.0,0.0,0.034930997591079885,0.009946731714893993,0.04999883608225081,2.9480140759394343e-15,1.1003706431000139e-19,0.0019970583168031166,3.47749322824821e-21,2.0210902561141393e-26,1.295876658570099e-06,1.386837173349953e-10,0.00010640338547635309,3.198623864668049e-07,5.947008783418756e-10,2.0296216422337086e-06,5.888573498228881e-07,2.7106868441542854e-09,6.958996659063232e-25,5.846595476429717e-19,4.924419026488452e-10
2.715821896756358e-06,0.054700809901540644,1.2924107637356687e-06,0.938,0.0,0.0,0.03493072889301729,0.009946597321515887,0.04999883985456175,3.0070017976030886e-15,1.1168346394357198e-19,0.001997055795513294,3.57724500989254e-21,2.0529754281529604e-26,1.2958667881262075e-06,1.4036154420849602e-10,0.00010666840005152208,3.2292536480692034e-07,5.968097550790942e-10,2.029610171750741e-06,5.883024852348041e-07,2.7277016143728055e-09,7.118880141100618e-25,5.93537699970562e-19,4.983957405903037e-10
2.722695720609326e-06,0.054700809901540644,1.2935910165398378e-06,0.938,0.0,0.0,0.03493046019463582,0.009946462932021146,0.049998843654689026,3.067124036041871e-15,1.1335254849964935e-19,0.0019970532545509493,3.6793460266342915e-21,2.0853204154448002e-26,1.2958569183898759e-06,1.4205729176649277e-10,0.00010693337895078266,3.2601433763882124e-07,5.989293098821053e-10,2.0295987042360316e-06,5.877411435938897e-07,2.7447870364452273e-09,7.290443908478413e-25,6.02537989984637e-19,5.044131191062434e-10
2.7295695444622942e-06,0.054700809901540644,1.2947875480685502e-06,0.938,0.0,0.0,0.034930191495954936,0.00994632854640965,0.049998847482863935,3.1284013518744592e-15,1.1504460206775892e-19,0.0019970506937357613,3.783822079018706e-21,2.1181311127336843e-26,1.2958470493678038e-06,1.4377111108515177e-10,0.00010719832194232477,3.291294608994368e-07,6.010596088797473e-10,2.0295872389300202e-06,5.871733496532609e-07,2.761942814724423e-09,7.454856503388814e-25,6.116618980530937e-19,5.104945731605915e-10
2.7364433683152622e-06,0.054700809901540644,1.2960003871387169e-06,0.938,0.0,0.0,0.0349299227969972,0.009946194164681276,0.049998851339319736,3.1908546417273046e-15,1.167599117686801e-19,0.001997048112885866,3.890760648817322e-21,2.1514134754815704e-26,1.295837181066855e-06,1.4550315385299647e-10,0.00010746322879235435,3.3227089046090525e-07,6.032007171094858e-10,2.0295757750697467e-06,5.865991297756273e-07,2.779168651577718e-09,7.637845642969998e-25,6.2091085170089975e-19,5.166406398751269e-10
2.7433171921682302e-06,0.054700809901540644,1.297229560009431e-06,0.938,0.0,0.0,0.03492965409778809,0.009946059786835899,0.049998855224291684,3.2545051427841885e-15,1.1849876780886865e-19,0.001997045511817877,4.0001653703858454e-21,2.1851735227630917e-26,1.2958273134940542e-06,1.4725357236610376e-10,0.00010772809926510437,3.3543878212171664e-07,6.053526984977705e-10,2.0295643118891058e-06,5.860185119243568e-07,2.796464247601724e-09,7.80418580692124e-25,6.302863808547665e-19,5.228518585123377e-10
2.7501910160211982e-06,0.054700809901540644,1.2984750903693534e-06,0.938,0.0,0.0,0.03492938539835614,0.009945925412873402,0.049998859138017,3.3193744373780016e-15,1.202614634604044e-19,0.001997042890346898,4.1121625732258974e-21,2.2194173340896328e-26,1.2958174466565894e-06,1.4902251952333523e-10,0.00010799293312284632,3.386332915980809e-07,6.075156158407057e-10,2.0295528486191117e-06,5.854315256537213e-07,2.813829301839519e-09,8.003208919968695e-25,6.397898977934798e-19,5.291287704584138e-10
2.7570648398741662e-06,0.054700809901540644,1.2997369993248402e-06,0.938,0.0,0.0,0.03492911669873295,0.009945791042793655,0.049998863080734826,3.3854844576248837e-15,1.2204829512489106e-19,0.001997040248286546,4.226706463311204e-21,2.2541510530439545e-26,1.2958075805618125e-06,1.5081014882160862e-10,0.000108257730125902,3.418545745155221e-07,6.096895307850292e-10,2.0295413844881637e-06,5.848382020983236e-07,2.8312635120000865e-09,8.165353385955292e-25,6.49423011678012e-19,5.35471919206377e-10
2.7639386637271342e-06,0.054700809901540644,1.3010153053888341e-06,0.938,0.0,0.0,0.034928847998953134,0.009945656676596545,0.049998867052686274,3.4528574901008597e-15,1.2385956228284904e-19,0.0019970375854489694,4.344003087256167e-21,2.2893808817172512e-26,1.2957977152172381e-06,1.5261661435121495e-10,0.00010852249003265575,3.4510278640071115e-07,6.118745038094405e-10,2.0295299187223214e-06,5.842385739617015e-07,2.848766574679762e-09,8.390452911691936e-25,6.591870772457505e-19,5.418818503393752e-10
2.7708124875801023e-06,0.054700809901540644,1.3023100244705397e-06,0.938,0.0,0.0,0.03492857929905441,0.009945522314281943,0.04999887105411435,3.5215161805611333e-15,1.2569556762819007e-19,0.001997034901644865,4.4638911263035105e-21,2.3251130900819408e-26,1.2957878506305444e-06,1.5444207079118668e-10,0.00010878721259956724,3.4837808267354184e-07,6.140705942062908e-10,2.029518450545575e-06,5.836326755041147e-07,2.8663381855855185e-09,8.53389014187973e-25,6.690838531136379e-19,5.483591115141612e-10
2.7776863114330703e-06,0.054700809901540644,1.303621169865908e-06,0.938,0.0,0.0,0.034928310599077576,0.009945387955849722,0.04999887508526399,3.591483538702183e-15,1.275566169292676e-19,0.0019970321966835017,4.586757638905268e-21,2.3613540032664232e-26,1.2957779868095743e-06,1.562866734047189e-10,0.00010905189758118464,3.516806186394542e-07,6.162778600636235e-10,2.029506979180131e-06,5.830205425295195e-07,2.8839780397599263e-09,8.8082466834402e-25,6.791145290156312e-19,5.549042524447571e-10
2.7845601352860383e-06,0.054700809901540644,1.3049487522489477e-06,0.938,0.0,0.0,0.03492804189906657,0.009945253601299766,0.049998879146382,3.6627829429667964e-15,1.2944301929515895e-19,0.0019970294703727394,4.712169102851742e-21,2.3981100215202958e-26,1.2957681237623343e-06,1.5815057803465243e-10,0.00010931654473015808,3.5501054948201636e-07,6.184963582476218e-10,2.0294955038466883e-06,5.824022123717245e-07,2.9016858318075468e-09,8.897778363503262e-25,6.892811786438147e-19,5.615178248863428e-10
2.7914339591390063e-06,0.054700809901540644,1.3062927796638863e-06,0.938,0.0,0.0,0.03492777319906844,0.009945119250631945,0.0499988832377171,3.7354381453922344e-15,1.3135508681847547e-19,0.0019970267225190488,4.840942023554519e-21,2.4353875898686992e-26,1.295758261496997e-06,1.6003394109901978e-10,0.00010958115379725392,3.583680302557659e-07,6.207261443854671e-10,2.029484023764735e-06,5.817777238797398e-07,2.919461256122592e-09,9.277510900428957e-25,6.995845644682434e-19,5.682003826193647e-10
2.7983077829919743e-06,0.054700809901540644,1.3076532575181973e-06,0.938,0.0,0.0,0.03492750449913336,0.009944984903846137,0.04999888735951988,3.809473276501654e-15,1.3329313518243238e-19,0.001997023952927538,4.9719753654288666e-21,2.4731932455930955e-26,1.2957484000218987e-06,1.6193691958666014e-10,0.00010984572453136885,3.6175321587932013e-07,6.229672728485877e-10,2.0294725381528305e-06,5.811471174023209e-07,2.937304007117636e-09,9.2251099351676e-25,7.100274930486757e-19,5.749524814338952e-10
2.8051816068449423e-06,0.054700809901540644,1.3090301885765204e-06,0.938,0.0,0.0,0.03492723579931465,0.009944850560942218,0.04999889151204273,3.884912850238964e-15,1.352574827670995e-19,0.0019970211614019706,5.1071494506677076e-21,2.5115335445920037e-26,1.2957385393455391e-06,1.638596710529096e-10,0.00011011025667954509,3.6516626112875925e-07,6.252197967363726e-10,2.029461046228904e-06,5.805104347717165e-07,2.955213779453197e-09,9.851888504630633e-25,7.206096302231988e-19,5.817746791142538e-10
2.8120554306979103e-06,0.054700809901540644,1.3104235729554883e-06,0.938,0.0,0.0,0.03492696709966886,0.009944716221920061,0.049998895695539974,3.961781768947286e-15,1.3724845212209063e-19,0.001997018347744791,5.243667784966058e-21,2.5504151786990847e-26,1.2957286794765872e-06,1.6580235361536674e-10,0.00011037474998698563,3.68607320631288e-07,6.274837678603385e-10,2.029449547210551e-06,5.798677192866203e-07,2.9731902682679408e-09,9.429869276142944e-25,7.313355996760539e-19,5.88667535423905e-10
2.8189292545508783e-06,0.054700809901540644,1.3118334081194803e-06,0.938,0.0,0.0,0.034926698400255626,0.009944581886779543,0.04999889991026767,4.040105328391193e-15,1.3926636766835758e-19,0.0019970155117571436,5.386155666447812e-21,2.5898447887020365e-26,1.2957188204238712e-06,1.6776512594974423e-10,0.00011063920419706977,3.7207654885918105e-07,6.297592367287399e-10,2.0294380403153295e-06,5.792190156943372e-07,2.9912331694093422e-09,1.0675391467170044e-24,7.42202198578628e-19,5.956316120906525e-10
