Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45),N2X(46)
0.00047635384834306967,0.07384695533935311,1.8815926692585015e-07,0.938,0.0,0.0,0.031038897435489782,0.0009287376441284379,0.05187448520676983,0.0006242929003525122,6.619966305437927e-10,0.0007495799741979474,8.882871486225336e-13,3.166041380714088e-15,4.884780658100151e-07,4.204155389884706e-08,0.016267319985077015,2.5435278933784614e-07,4.3784846887375196e-08,3.488535399700448e-08,4.880391804818087e-07,2.9197920180305245e-11,1.7638198271003363e-19,4.008871785851615e-12,1.4454452054129612e-07,2.7763210143225045e-08,4.0706914766380716e-07
0.0004777458301234431,0.07384695533935311,1.8792294239560775e-07,0.938,0.0,0.0,0.03103236358797249,0.0009237084048949321,0.051878008525623354,0.0006254670579681135,6.617237898291618e-10,0.000747232100912947,8.870549069893549e-13,3.166634747007329e-15,4.88408409107192e-07,4.199963785184264e-08,0.01627385545827927,2.539436833656363e-07,4.375761521110969e-08,3.476878117040315e-08,4.869066000751853e-07,2.9094789032477255e-11,1.7602565130356516e-19,4.008762262160439e-12,1.443700105038874e-07,2.7803477858715355e-08,4.0774543876462114e-07
0.0004791378119038165,0.07384695533935311,1.8768762246007369e-07,0.938,0.0,0.0,0.031025877281350266,0.0009187084922083493,0.051881520734117816,0.0006266375142331892,6.614453327633345e-10,0.0007448916317624532,8.858124593441024e-13,3.167186702607288e-15,4.883393821409508e-07,4.1957564165392544e-08,0.01628034338856762,2.5353518885189226e-07,4.3730356392485e-08,3.4652651549795154e-08,4.857763934747206e-07,2.8992096428607037e-11,1.756684904235456e-19,4.008606282105643e-12,1.4419524033219587e-07,2.784362569209751e-08,4.084196302939255e-07
0.0004805297936841899,0.07384695533935311,1.874533006888598e-07,0.938,0.0,0.0,0.031019438153721376,0.0009137377090405413,0.05188502186440693,0.0006278042798527271,6.611613133498479e-10,0.0007425585453214514,8.84559951759067e-13,3.1676975612098257e-15,4.882709797348106e-07,4.191533496844747e-08,0.016286784137841435,2.531273051964617e-07,4.370307135556601e-08,3.453696302322347e-08,4.846485555886351e-07,2.888983975658837e-11,1.7531052052988138e-19,4.008404231291593e-12,1.4402021533607433e-07,2.788365411044927e-08,4.0909172946050507e-07
0.00048192177546456334,0.07384695533935311,1.872199707155191e-07,0.938,0.0,0.0,0.031013045846402337,0.0009087958600047555,0.05188851194857985,0.0006289673655102986,6.608717851565942e-10,0.0007402328202078876,8.832975290362775e-13,3.1681676349165732e-15,4.882031967595997e-07,4.187295237003308e-08,0.01629317806478184,2.5272003179550805e-07,4.367576101406566e-08,3.442171349329039e-08,4.835230813410165e-07,2.8788016428399502e-11,1.7495176185408595e-19,4.00815649288512e-12,1.4384494076764105e-07,2.7923563577518914e-08,4.0976174343829514e-07
0.00048331375724493676,0.07384695533935311,1.8698762623669825e-07,0.938,0.0,0.0,0.031006700003892728,0.0009038827513381857,0.051891991018660974,0.0006301267818679752,6.605768013195109e-10,0.0007379144350828342,8.820253347153011e-13,3.1685972342353192e-15,4.881360281329358e-07,4.183041845945277e-08,0.016299525524886938,2.523133680416489e-07,4.364842627147554e-08,3.4306900877013723e-08,4.823999656719017e-07,2.8686623879801137e-11,1.7459223440161426e-19,4.007863447625973e-12,1.4366942182198023e-07,2.796335455376237e-08,4.1042967936665537e-07
0.0004847057390253102,0.07384695533935311,1.8675626101136893e-07,0.938,0.0,0.0,0.03100040027384058,0.0008989981908847495,0.051895459106609566,0.0006312825395662457,6.602764145462405e-10,0.0007356033686506526,8.807435110810582e-13,3.1689866680805524e-15,4.88069468818711e-07,4.178773530648765e-08,0.01630582687050646,2.5190731332409e-07,4.3621068021171614e-08,3.4192523105685244e-08,4.812792035373564e-07,2.858565957003836e-11,1.7423195795416874e-19,4.007525473837214e-12,1.4349366363783124e-07,2.8003027496379937e-08,4.11095544350643e-07
0.0004860977208056836,0.07384695533935311,1.8652586886003147e-07,0.938,0.0,0.0,0.030994146307008093,0.0008941419880780968,0.0518989162443197,0.0006324346492239398,6.599706771197539e-10,0.0007332995996591469,8.794521991716519e-13,3.1693362437741506e-15,4.880035138265844e-07,4.1744904961594494e-08,0.016312082450875974,2.515018670287568e-07,4.359368714653499e-08,3.407857812473038e-08,4.801607899095533e-07,2.8485120981547556e-11,1.7387095207198463e-19,4.007142947435725e-12,1.4331767129826943e-07,2.804258285935233e-08,4.117593454612817e-07
0.000487489702586057,0.07384695533935311,1.8629644366389308e-07,0.938,0.0,0.0,0.030987937757237915,0.0008893139539248362,0.05190236246361992,0.0006335831214381504,6.596596409019434e-10,0.0007310031068997142,8.781515387862042e-13,3.169646267046294e-15,4.879381582114813e-07,4.170192945610135e-08,0.016318292612150682,2.5109702853842325e-07,4.356628452108159e-08,3.396506389356995e-08,4.790447197768371e-07,2.838500561966816e-11,1.7350923609609129e-19,4.006716241942888e-12,1.431414498313768e-07,2.8082021093476518e-08,4.1242108973582797e-07
0.0004888816843664304,0.07384695533935311,1.86067979364141e-07,0.938,0.0,0.0,0.030981774281419783,0.0008845139009879847,0.05190579779627305,0.0006347279667841621,6.593433573371844e-10,0.0007287138692074895,8.76841668492702e-13,3.1699170420365464e-15,4.878733970730997e-07,4.165881080240044e-08,0.016324457697438722,2.506927972328348e-07,4.353886100856042e-08,3.385197838548346e-08,4.77930988143787e-07,2.8285311012357666e-11,1.7314682915054792e-19,4.006245728495143e-12,1.4296500421090207e-07,2.8121342646400902e-08,4.1308078417803624e-07
0.0004902736661468039,0.07384695533935311,1.858404699611916e-07,0.938,0.0,0.0,0.030975655539457685,0.0008797416433706303,0.05190922227397599,0.0006358691958153804,6.590218774558631e-10,0.0007264318654614841,8.755227256358506e-13,3.170148871295037e-15,4.878092255554219e-07,4.161555099413915e-08,0.016330578046834042,2.502891724888309e-07,4.351141746306598e-08,3.3739319587474134e-08,4.768195900312812e-07,2.818603470991141e-11,1.7278375014465813e-19,4.005731775854673e-12,1.4278833935691296e-07,2.8160547962660135e-08,4.1373843575841963e-07
0.0004916656479271774,0.07384695533935311,1.8561390951388374e-07,0.938,0.0,0.0,0.030969581194237376,0.0008749969966998105,0.051912635928359555,0.000637006819063264,6.586952518778725e-10,0.0007241570745847202,8.741948463449274e-13,3.1703420557838743e-15,4.877456388462339e-07,4.157215200640878e-08,0.016336653997448835,2.498861536804636e-07,4.348395472917051e-08,3.3627085500135485e-08,4.757105204765447e-07,2.8087174284687553e-11,1.7242001777516132e-19,4.005174750420259e-12,1.4261146013643857e-07,2.8199637483709498e-08,4.1439405141451005e-07
0.0004930576297075508,0.07384695533935311,1.8538829213879126e-07,0.938,0.0,0.0,0.03096355091159438,0.0008702797781105972,0.0519160387909882,0.0006381408470372593,6.583635308160802e-10,0.0007218894755443589,8.728581655416422e-13,3.170496894878722e-15,4.876826321766512e-07,4.152861579593074e-08,0.016342685883445604,2.49483740179112e-07,4.3456473642014867e-08,3.351527413751963e-08,4.746037745331971e-07,2.7988727330834286e-11,1.720556505284006e-19,4.004575016238022e-12,1.4243437136410237e-07,2.823861164795875e-08,4.150476380511135e-07
0.0004944496114879243,0.07384695533935311,1.8516361200953018e-07,0.938,0.0,0.0,0.030957564360282387,0.0008655898062303889,0.05191943089335994,0.0006392712902247384,6.580267640797602e-10,0.0007196290473518252,8.715128169479941e-13,3.17061368637043e-15,4.876202008206498e-07,4.148494430124062e-08,0.016348674036068715,2.490819313535944e-07,4.342897502740787e-08,3.3403883527007136e-08,4.7349934727130313e-07,2.789069146402186e-11,1.716906666824662e-19,4.003932935012173e-12,1.4225707780274595e-07,2.827747089080573e-08,4.156992025405656e-07
0.0004958415932682978,0.07384695533935311,1.849398633559508e-07,0.938,0.0,0.0,0.03095162121194205,0.0008609269011634074,0.05192281226690604,0.0006403981590909389,6.576850010779962e-10,0.0007173757690629258,8.701589330941307e-13,3.1706927264668996e-15,4.875583400946036e-07,4.144113944287071e-08,0.016354618783675615,2.486807265702791e-07,4.3401459701966673e-08,3.3292911709178355e-08,4.723972337774075e-07,2.7793064321179885e-11,1.7132508430932244e-19,4.0032488661160904e-12,1.420795841640462e-07,2.8316215644669344e-08,4.163487517229825e-07
0.0004972335750486713,0.07384695533935311,1.8471704046348143e-07,0.938,0.0,0.0,0.030945721141070213,0.0008562908844753912,0.051926182942990964,0.0006415214640789052,6.573382908230564e-10,0.0007151296197779641,8.687966453262011e-13,3.1707343097951444e-15,4.874970453568293e-07,4.1397203123529305e-08,0.01636052045176758,2.4828012519318934e-07,4.337392847320269e-08,3.3182356737686585e-08,4.7129742915456566e-07,2.7695843560236937e-11,1.7095892127690657e-19,4.002523166603181e-12,1.4190189510912033e-07,2.8354846339022226e-08,4.169962924065101e-07
0.0004986255568290447,0.07384695533935311,1.8449513767251923e-07,0.938,0.0,0.0,0.030939863824989554,0.0008516815791784882,0.05192954295291218,0.0006426412156094336,6.569866819337329e-10,0.000712890578641851,8.674260838142063e-13,3.1707387294033058e-15,4.874363120071357e-07,4.1353137228278774e-08,0.01636637936302013,2.4788012658410736e-07,4.3346382139597726e-08,3.307221667913245e-08,4.7019992852238504e-07,2.7599026859862942e-11,1.705921952512061e-19,4.001756191217651e-12,1.4172401524912502e-07,2.8393363400422972e-08,4.1764183136757106e-07
0.0005000175386094182,0.07384695533935311,1.8427414937760463e-07,0.938,0.0,0.0,0.030934048943818564,0.0008470988097163422,0.051932892327899945,0.0006437574240810193,6.56630222638653e-10,0.0007106586248442079,8.660473775598426e-13,3.170706276762927e-15,4.873761354863786e-07,4.130894362471131e-08,0.016372195837312975,2.4748073010267674e-07,4.3318821490759215e-08,3.296248961293996e-08,4.691047270170454e-07,2.750261191921938e-11,1.7022492369832047e-19,4.000948292405774e-12,1.4154594914584691e-07,2.8431767252547993e-08,4.182853753511095e-07
0.0005014095203897917,0.07384695533935311,1.8405407002676344e-07,0.938,0.0,0.0,0.030928276180441965,0.0008425424019493672,0.05193623109911724,0.0006448700998698043,6.562689607795642e-10,0.0007084337376194689,8.646606544043374e-13,3.170637241771493e-15,4.873165112760239e-07,4.1264624163122484e-08,0.016377970191759676,2.4708193510649903e-07,4.3291247307511906e-08,3.285317363123404e-08,4.680118197913155e-07,2.7406596457709902e-11,1.6985712388649594e-19,4.000099820326948e-12,1.4136770131228382e-07,2.8470058316222888e-08,4.1892693107083233e-07
0.0005028015021701651,0.07384695533935311,1.8383489412103533e-07,0.938,0.0,0.0,0.030922545220481497,0.0008380121831402146,0.05193955929765955,0.0006459792533295296,6.55902943814586e-10,0.000706215896246978,8.632660410362761e-13,3.1705319127548122e-15,4.87257434897713e-07,4.122018067668266e-08,0.01638370274073677,2.4668374095123007e-07,4.326366036193002e-08,3.274426683871957e-08,4.669212020145848e-07,2.731097821473302e-11,1.6948881288813648e-19,3.999211122864326e-12,1.411892762132177e-07,2.850823700945347e-08,4.195665052094494e-07
0.0005041934839505386,0.07384695533935311,1.8361661621362486e-07,0.938,0.0,0.0,0.03091685575226708,0.0008335079819394212,0.0519428769545548,0.0006470848947914879,6.555322188214245e-10,0.000704005080051079,8.618636629994189e-13,3.170390576469575e-15,4.871989019128368e-07,4.117561498160711e-08,0.016389393795912664,2.462861469906746e-07,4.323606141751103e-08,3.263576735256166e-08,4.65832868872872e-07,2.72157549494433e-11,1.6912000758180214e-19,3.998282545636245e-12,1.410106782657819e-07,2.8546303747456433e-08,4.2020410441891134e-07
0.0005055854657309121,0.07384695533935311,1.8339923090915315e-07,0.938,0.0,0.0,0.030911207466808328,0.0008290296283712408,0.05194618410076314,0.0006481870345644793,6.551568325005767e-10,0.000701801268401206,8.60453644700504e-13,3.170213518106425e-15,4.871409079221134e-07,4.1130928877323365e-08,0.016395043666276123,2.458891525768753e-07,4.3208451229304114e-08,3.2527673302267655e-08,4.647468155688284e-07,2.7120924440515354e-11,1.6875072465418404e-19,3.997314432007638e-12,1.408319118400182e-07,2.858425894268958e-08,4.208397353206435e-07
0.0005069774475112856,0.07384695533935311,1.8318273286341307e-07,0.938,0.0,0.0,0.030905600057766488,0.0008245769538196574,0.0519494807671769,0.0006492856829347678,6.547768311784939e-10,0.0006996044407119661,8.590361094170394e-13,3.1700010212926966e-15,4.870834485651722e-07,4.10861241466367e-08,0.01640065265816432,2.4549275706020107e-07,4.318083054386363e-08,3.2419982829570446e-08,4.636630373217581e-07,2.70264844859028e-11,1.6838098060204897e-19,3.996307123100358e-12,1.406529812594258e-07,2.8622103004881692e-08,4.2147340450577977e-07
0.000508369429291659,0.07384695533935311,1.8296711678255497e-07,0.938,0.0,0.0,0.03090003322142664,0.000820149791014571,0.05195276698462042,0.0006503808501660414,6.543922608107032e-10,0.00069741457644322,8.576111793050805e-13,3.1697533680951065e-15,4.870265195201427e-07,4.1041202555894576e-08,0.016406221075290606,2.4509695978943547e-07,4.3153200099423126e-08,3.231269408831292e-08,4.625815293676207e-07,2.6932432902611386e-11,1.6801079173417528e-19,3.995260957804577e-12,1.4047389080150632e-07,2.865983634106196e-08,4.221051185353921e-07
0.0005097614110720325,0.07384695533935311,1.8275237742203783e-07,0.938,0.0,0.0,0.03089450665667037,0.0008157479740181622,0.05195604278384996,0.0006514725464993736,6.540031669849282e-10,0.0006952316551001586,8.561789754069883e-13,3.169470839023375e-15,4.86970116503249e-07,4.0996165855148246e-08,0.016411749218771875,2.4470176011185895e-07,4.312556062613716e-08,3.220580524433416e-08,4.615022869590203e-07,2.6838767526476837e-11,1.6764017417327408e-19,3.994176272790928e-12,1.4029464469829706e-07,2.8697459355589192e-08,4.227348839407199e-07
0.000511153392852406,0.07384695533935311,1.8253850958670275e-07,0.938,0.0,0.0,0.030889020064948675,0.0008113713382114249,0.051959308195553555,0.0006525607821531856,6.53609594924178e-10,0.0006930556562333749,8.547396176591777e-13,3.1691537130334762e-15,4.869142352684095e-07,4.095101577831221e-08,0.016417237387155652,2.4430715737332777e-07,4.3097912845916483e-08,3.2099314475356904e-08,4.604253053652112e-07,2.6745486211930022e-11,1.6726914385786833e-19,3.9930534025204094e-12,1.4011524713689784e-07,2.8734972450180508e-08,4.2336270722339517e-07
0.0005125453746327794,0.07384695533935311,1.8232550813026475e-07,0.938,0.0,0.0,0.030883573150255295,0.0008070197202808697,0.051962563250350986,0.000653645567323212,6.53211589489768e-10,0.0006908865594389333,8.5329322489984e-13,3.1688022675301263e-15,4.868588716068411e-07,4.090575404332332e-08,0.016422685876446748,2.439131509183572e-07,4.307025747250777e-08,3.199321997087605e-08,4.593505798721007e-07,2.6652586831775148e-11,1.6689771654415892e-19,3.991892679255123e-12,1.3993570225999332e-07,2.8772376023939747e-08,4.2398859485566655e-07
0.0005139373564131529,0.07384695533935311,1.8211336795354905e-07,0.938,0.0,0.0,0.030878165619100353,0.0008026929582053936,0.051965807978793625,0.0006547269121824673,6.528091951843515e-10,0.0006887243443584344,8.518399148766525e-13,3.1684167783709203e-15,4.868040213466695e-07,4.086038235229754e-08,0.016428094980133614,2.435197400902009e-07,4.304259521200533e-08,3.1887519932048635e-08,4.58278105782229e-07,2.6560067276990097e-11,1.665259078079093e-19,3.990694433071871e-12,1.3975601416636775e-07,2.8809670473385438e-08,4.2461255328062115e-07
0.0005153293381935264,0.07384695533935311,1.819020840047815e-07,0.938,0.0,0.0,0.030872797180484322,0.000798390891243313,0.05196904241136433,0.0006558048268812146,6.524024561549602e-10,0.0006865689906790774,8.50379804254466e-13,3.167997519870608e-15,4.867496803525438e-07,4.081490239168285e-08,0.016433464989214396,2.431269242309176e-07,4.301492676259099e-08,3.1782212571585636e-08,4.57207878414749e-07,2.646792545649584e-11,1.6615373304625578e-19,3.989458991871994e-12,1.395761869114063e-07,2.884685619247863e-08,4.252345889124042e-07
0.0005165821217958625,0.07384695533935311,1.8171265638931207e-07,0.938,0.0,0.0,0.030867998771326077,0.0007945400134672744,0.051971944622846315,0.0006567720256936882,6.520327124927599e-10,0.0006846350221138935,8.490599857393253e-13,3.167591539912879e-15,4.867012054915634e-07,4.0773879237976206e-08,0.01643826481002238,2.4277389811125937e-07,4.299002043697826e-08,3.1687770219201524e-08,4.5624659087634335e-07,2.6385319066870678e-11,1.6581847539225018e-19,3.988315562316669e-12,1.3941422671619884e-07,2.8880230698780468e-08,4.2579278227098695e-07
0.0005176075361873157,0.07384695533935311,1.815581188326752e-07,0.938,0.0,0.0,0.030864094477443,0.0007914027462188923,0.05197431393561829,0.0006575616298826102,6.517275034960594e-10,0.0006830561655628593,8.479757312022551e-13,3.1672391874044476e-15,4.866618308474718e-07,4.0740238010069696e-08,0.01644217025810554,2.4248530105942216e-07,4.2969631424102917e-08,3.161070307069641e-08,4.554611177823073e-07,2.6317930421034243e-11,1.6554386025860305e-19,3.987357594377888e-12,1.3928158142708087e-07,2.890748291417075e-08,4.262485164185788e-07
0.0005186329505787689,0.07384695533935311,1.8140403881289083e-07,0.938,0.0,0.0,0.03086021098766616,0.0007882786534004734,0.05197667770462065,0.0006583493871082756,6.51419999030442e-10,0.0006814810035071646,8.468879503809599e-13,3.16686889798502e-15,4.86622726740001e-07,4.0706540401230416e-08,0.016446054900958792,2.421970259321166e-07,4.294924003165883e-08,3.153384648705471e-08,4.5467685725101575e-07,2.6250743811854858e-11,1.6526906807246953e-19,3.986379905606231e-12,1.3914886631248132e-07,2.8934676682611504e-08,4.26703216237498e-07
0.0005196583649702221,0.07384695533935311,1.8125041437571627e-07,0.938,0.0,0.0,0.030856348189075733,0.0007851676725071368,0.05197903594194293,0.0006591353013963701,6.511102162549534e-10,0.00067990952789066,8.45796688419951e-13,3.1664807791627985e-15,4.865838915660051e-07,4.06727870641532e-08,0.01644991885150144,2.419090724648833e-07,4.292884652773705e-08,3.145719976964782e-08,4.538938074345162e-07,2.6183758427883898e-11,1.6499410474432977e-19,3.985382624068375e-12,1.390160829343184e-07,2.8961812158093298e-08,4.2715688425197747e-07
0.0005206837793616753,0.07384695533935311,1.8109724357965769e-07,0.938,0.0,0.0,0.030852505969452864,0.0007820697413946056,0.05198138865965445,0.0006599193767658452,6.507981722276651e-10,0.0006783417306706936,8.447019901546896e-13,3.16607493799557e-15,4.865453237326127e-07,4.063897864711152e-08,0.016453762221951853,2.416214403929972e-07,4.290845117845566e-08,3.138076222311293e-08,4.5311196648967345e-07,2.6116973462699325e-11,1.6471897613435756e-19,3.984365877205373e-12,1.3888323284235604e-07,2.898888949388769e-08,4.276095229779991e-07
0.0005216066523139832,0.07384695533935311,1.8095977613148287e-07,0.938,0.0,0.0,0.03084906547462132,0.0007792927098821787,0.051983501396286526,0.000660623475639186,6.505154132504321e-10,0.0006769338515653947,8.437138604845795e-13,3.1656946164619036e-15,4.865108399504866e-07,4.0608504510665355e-08,0.01645720375156618,2.413628461023291e-07,4.289009400473821e-08,3.1312146700225676e-08,4.524093417052059e-07,2.6057037689609685e-11,1.6447122387263174e-19,3.9834342670047555e-12,1.3876361199046204e-07,2.9013209512774414e-08,4.280160198626385e-07
0.0005225295252662911,0.07384695533935311,1.8082267317339308e-07,0.938,0.0,0.0,0.03084564147758878,0.0007765261538447314,0.051985609680563524,0.0006613260911586545,6.50230848689353e-10,0.0006755289396136209,8.427230157287975e-13,3.1653001035962634e-15,4.86476570285398e-07,4.0577986747424463e-08,0.016460628782469774,2.411045117339507e-07,4.287173574095535e-08,3.124369954276805e-08,4.517076932810906e-07,2.5997263025666672e-11,1.6422334664091382e-19,3.9824870846410565e-12,1.386439394588158e-07,2.9037482672821175e-08,4.284216868775574e-07
0.0005233601109233682,0.07384695533935311,1.8069959100233934e-07,0.938,0.0,0.0,0.03084257391944086,0.0007740451731049214,0.051987503336886585,0.0006619571792686198,6.499732069179783e-10,0.0006742670509504636,8.418289605433458e-13,3.16493297216954e-15,4.864459097144041e-07,4.0550483842765596e-08,0.016463697270321813,2.408722328760653e-07,4.285521252826475e-08,3.1182240640023056e-08,4.510770433852318e-07,2.5943603098967186e-11,1.6400015372939915e-19,3.981621382041035e-12,1.385361909075354e-07,2.9059288543697834e-08,4.2878607915439503e-07
0.0005241076380147376,0.07384695533935311,1.8058906768228915e-07,0.938,0.0,0.0,0.030839824438816,0.0007718194876415041,0.05198920455543161,0.0006625241350446034,6.497400946672828e-10,0.0006731333985039129,8.410224719412299e-13,3.164592825386479e-15,4.864184620142647e-07,4.052570161359492e-08,0.016466447587048526,2.406633616625182e-07,4.284034112663162e-08,3.1127043582356944e-08,4.5051013293206445e-07,2.5895419994763215e-11,1.6379919894269076e-19,3.980831583623515e-12,1.3843918284730877e-07,2.907888151794596e-08,4.2911345982776206e-07
0.000524855165106107,0.07384695533935311,1.8047878104796566e-07,0.938,0.0,0.0,0.030837085640162954,0.0007696005962453852,0.05199090286833549,0.0006630901227698502,6.495058194177498e-10,0.0006720016824452792,8.402142586583636e-13,3.1642435043428486e-15,4.863911527788877e-07,4.050089158082791e-08,0.016469187221204627,2.404546606397914e-07,4.2825469344664306e-08,3.1071956102974955e-08,4.49943860702659e-07,2.5847341572013055e-11,1.6359816952777918e-19,3.980031730594003e-12,1.3834214283304017e-07,2.909844394347617e-08,4.2944029924668764e-07
0.0005256026921974764,0.07384695533935311,1.8036873037308434e-07,0.938,0.0,0.0,0.03083435748138642,0.0007673884755513712,0.0519925982802332,0.000663655143987779,6.492703875782967e-10,0.0006708718996859372,8.394043374520838e-13,3.163885049614147e-15,4.863639814113957e-07,4.0476053986901934e-08,0.01647191621488524,2.402461297048843e-07,4.28105972811536e-08,3.101697793892823e-08,4.4937822599271503e-07,2.579936752814432e-11,1.6339706765592092e-19,3.979221871078413e-12,1.382450714412726e-07,2.9117975878254772e-08,4.2976659836956763e-07
0.0005263502192888458,0.07384695533935311,1.802589149348108e-07,0.938,0.0,0.0,0.03083163992058025,0.000765183102291704,0.05199429079575389,0.0006642192002398986,6.490338055303681e-10,0.0006697440471410876,8.385927249952366e-13,3.163517501650302e-15,4.863369473176847e-07,4.0451189073058345e-08,0.016474634609996354,2.400377687547432e-07,4.2795725034267906e-08,3.096210882815445e-08,4.488132280993506e-07,2.575149756193012e-11,1.6319589548480728e-19,3.978402053030398e-12,1.3814796924528668e-07,2.9137477380054553e-08,4.3009235815254395e-07
0.0005270977463802153,0.07384695533935311,1.8014933401399185e-07,0.938,0.0,0.0,0.030828932916026366,0.0007629844532955476,0.051995980419521075,0.0006647822930658085,6.487960796280576e-10,0.000668618121729759,8.377794378765099e-13,3.1631409007759143e-15,4.86310049906406e-07,4.0426297079350417e-08,0.016477342448255865,2.398295776862736e-07,4.2780852701536454e-08,3.0907348509471907e-08,4.48248866321039e-07,2.5703731373478416e-11,1.6299465515862625e-19,3.977572324231008e-12,1.3805083681512623e-07,2.915694850645586e-08,4.304175795495153e-07
0.0005278452734715847,0.07384695533935311,1.8003998689490414e-07,0.938,0.0,0.0,0.03082623642619379,0.0007607925054884766,0.05199766715615241,0.0006653444240031968,6.485572161982299e-10,0.0006674941203748087,8.369644926007675e-13,3.162755287190537e-15,4.862832885889503e-07,4.040137824464882e-08,0.0164800397711946,2.396215563963371e-07,4.276598037999366e-08,3.085269672257484e-08,4.4768513995756477e-07,2.5656068664228323e-11,1.6279334880813377e-19,3.976732732289414e-12,1.379536747176148e-07,2.917638931484763e-08,4.30742263512145e-07
0.0005285928005629541,0.07384695533935311,1.7993087286513506e-07,0.938,0.0,0.0,0.03082355040973757,0.0007586072358919689,0.05199935101025987,0.0006659055945878407,6.483172215406416e-10,0.000666372040002924,8.361479055893783e-13,3.1623607009688587e-15,4.862566627794361e-07,4.037643280664515e-08,0.01648272662015733,2.394137047817417e-07,4.2751108166074386e-08,3.0798153208031406e-08,4.47122048310112e-07,2.5608509136938883e-11,1.625919785507381e-19,3.9758833246442e-12,1.3785648351636793e-07,2.9195799862428483e-08,4.3106641098986823e-07
0.0005293403276543235,0.07384695533935311,1.7982199121595195e-07,0.938,0.0,0.0,0.030820874825497804,0.000756428621622902,0.05200103198644965,0.0006664658063536039,6.480761019280641e-10,0.0006652518775446234,8.353296931805472e-13,3.1619571820608643e-15,4.862301718946927e-07,4.0351461001860356e-08,0.016485403036303792,2.3920602273925616e-07,4.273623615553162e-08,3.074371770727778e-08,4.4655959068124413e-07,2.5561052495677355e-11,1.6239054649056187e-19,3.975024148562836e-12,1.3775926377181971e-07,2.9215180206207823e-08,4.313900229299037e-07
0.0005300878547456929,0.07384695533935311,1.7971334124203096e-07,0.938,0.0,0.0,0.030818209632498643,0.0007542566398930518,0.052002710089322175,0.0006670250608324386,6.478338636064008e-10,0.0006641336299342586,8.345098716296466e-13,3.1615447702920194e-15,4.862038153542429e-07,4.032646306565302e-08,0.016488069060609675,2.3899851016562454e-07,4.2721364443660174e-08,3.068938996261272e-08,4.459977663748322e-07,2.5513698445819906e-11,1.6218905471851855e-19,3.974155251142185e-12,1.3766201604124909e-07,2.9234530403006887e-08,4.31713100277261e-07
0.0005308353818370623,0.07384695533935311,1.7960492224116556e-07,0.938,0.0,0.0,0.030815554789947294,0.0007520912680085957,0.05200438532347214,0.0006675833595543828,6.475905127948093e-10,0.0006630172941100146,8.336884571095442e-13,3.1611235053635037e-15,4.86177592580294e-07,4.030143923222107e-08,0.016490724733867635,2.3879116695754574e-07,4.2706493125206935e-08,3.063516971719657e-08,4.454365746961102e-07,2.546644669403916e-11,1.6198750531239384e-19,3.973276679310248e-12,1.375647408787857e-07,2.925385050945986e-08,4.32035643974748e-07
0.0005315829089284317,0.07384695533935311,1.794967335148358e-07,0.938,0.0,0.0,0.03081291025723299,0.0007499324833696188,0.052006057693488476,0.0006681407040475614,6.473460556858187e-10,0.0006619028670139111,8.328654657109315e-13,3.1606934268524287e-15,4.861515029977203e-07,4.027638973460706e-08,0.01649337009668826,2.3858399301167226e-07,4.269162229416786e-08,3.0581056715045526e-08,4.4487601495169503e-07,2.5419296948287365e-11,1.6178590033689512e-19,3.972388479825449e-12,1.3746743883542632e-07,2.9273140582014845e-08,4.323576549629821e-07
0.0005323304360198011,0.07384695533935311,1.793887743679742e-07,0.938,0.0,0.0,0.03081027599392605,0.000747780263469622,0.05200772720395435,0.0006686970958381837,6.47100498445448e-10,0.0006607903455918031,8.320409134426531e-13,3.1602545742120116e-15,4.861255460340432e-07,4.025131480471052e-08,0.016496005189501083,2.3837698822464494e-07,4.2676752044109326e-08,3.052705070102496e-08,4.443160864495455e-07,2.5372248917804414e-11,1.6158424184373773e-19,3.971490699276736e-12,1.3737011045907385e-07,2.9292400676934855e-08,4.3267913418039733e-07
0.0005330779631111705,0.07384695533935311,1.7928104410834656e-07,0.938,0.0,0.0,0.030807651959776902,0.0007456345858950348,0.05200939385944717,0.000669252536450546,6.468538472133256e-10,0.0006596797267933827,8.312148162320311e-13,3.1598069867717908e-15,4.860997211194266e-07,4.0226214673290444e-08,0.016498630052555526,2.3817015249308037e-07,4.266188246815538e-08,3.047315142084952e-08,4.437567884989452e-07,2.5325302313106923e-11,1.6138253187173299e-19,3.970583384086008e-12,1.372727562945462e-07,2.931163085029911e-08,4.330000825632518e-07
0.0005338254902025399,0.07384695533935311,1.791735420474052e-07,0.938,0.0,0.0,0.030805038114715085,0.0007434954283247309,0.05201105766453855,0.0006698070274070275,6.46606108102805e-10,0.0006585710075721788,8.303871899251945e-13,3.159350703737853e-15,4.86074027686659e-07,4.020108956996486e-08,0.01650124472592191,2.379634857135388e-07,4.264701365857111e-08,3.041935862107844e-08,4.4319812041050664e-07,2.5278456845959615e-11,1.6118077244681542e-19,3.969666580507225e-12,1.3717537688357453e-07,2.9330831158003857e-08,4.3332050104563923e-07
